iso_o,iso_d,year,FLOW,SOURCE_TF
AFG,USSR,1950,579710.31,USSR_IP
AFG,USSR,1951,1964286.4,USSR_IP
AFG,USSR,1952,1876984.8,USSR_IP
AFG,USSR,1953,2488096.3,USSR_IP
AFG,USSR,1954,3230160,USSR_IP
AFG,USSR,1955,4291966,USSR_IP
AFG,USSR,1956,5941966.5,USSR_IP
AFG,USSR,1957,8122324.5,USSR_IP
AFG,USSR,1958,4976192.5,USSR_IP
AFG,USSR,1959,6128573.5,USSR_IP
AFG,USSR,1960,6634923,USSR_IP
AFG,USSR,1961,7726193.5,USSR_IP
AFG,USSR,1962,9952385,USSR_IP
AFG,USSR,1963,7682542.5,USSR_IP
AFG,USSR,1964,8904765,USSR_IP
AFG,USSR,1965,7944448,USSR_IP
AFG,USSR,1966,7376987,USSR_IP
AFG,USSR,1967,8497359,USSR_IP
AFG,USSR,1968,14208344,USSR_IP
AFG,USSR,1969,14004641,USSR_IP
AFG,USSR,1970,15736124,USSR_IP
AFG,USSR,1971,17483456,USSR_IP
AFG,USSR,1972,16474319,USSR_IP
AFG,USSR,1973,21673670,USSR_IP
AFG,USSR,1974,37703360,USSR_IP
AFG,USSR,1975,44288868,USSR_IP
AFG,USSR,1976,54233876,USSR_IP
AFG,USSR,1977,65805688,USSR_IP
AFG,USSR,1978,63613820,USSR_IP
AFG,USSR,1979,110793680,USSR_IP
AFG,USSR,1980,186627216,USSR_IP
AFG,USSR,1981,240637472,USSR_IP
AFG,USSR,1982,241954128,USSR_IP
AFG,USSR,1983,267672512,USSR_IP
AFG,USSR,1984,308775616,USSR_IP
AFG,USSR,1985,331476288,USSR_IP
AFG,USSR,1986,261471760,USSR_IP
AFG,USSR,1987,249738176,USSR_IP
AFG,USSR,1988,188010624,USSR_IP
AGO,USSR,1976,11691136,USSR_IP
AGO,USSR,1977,8946133,USSR_IP
AGO,USSR,1978,8067275,USSR_IP
AGO,USSR,1979,9358378,USSR_IP
AGO,USSR,1980,11473580,USSR_IP
AGO,USSR,1981,6156549,USSR_IP
AGO,USSR,1982,2953838.5,USSR_IP
AGO,USSR,1983,2733344.5,USSR_IP
AGO,USSR,1984,3148698.8,USSR_IP
AGO,USSR,1985,2565605.8,USSR_IP
AGO,USSR,1986,3527624,USSR_IP
AGO,USSR,1987,2234555.5,USSR_IP
AGO,USSR,1988,2746908.5,USSR_IP
ALB,EDEU,1953,363554.28,EDEU_IP
ALB,EDEU,1954,332889.53,EDEU_IP
ALB,EDEU,1955,498400.59,EDEU_IP
ALB,EDEU,1956,760525.25,EDEU_IP
ALB,EDEU,1957,1062160.4,EDEU_IP
ALB,EDEU,1958,1036136.8,EDEU_IP
ALB,EDEU,1959,1783098.9,EDEU_IP
ALB,EDEU,1960,1702381.6,EDEU_IP
ALB,EDEU,1961,2571429.5,EDEU_IP
ALB,EDEU,1962,1974107.9,EDEU_IP
ALB,EDEU,1963,1257143.3,EDEU_IP
ALB,EDEU,1964,2524108,EDEU_IP
ALB,EDEU,1965,2475001,EDEU_IP
ALB,EDEU,1966,2357143.8,EDEU_IP
ALB,EDEU,1967,2489460.5,EDEU_IP
ALB,EDEU,1968,3013544,EDEU_IP
ALB,EDEU,1969,3754229.5,EDEU_IP
ALB,EDEU,1970,3318536,EDEU_IP
ALB,EDEU,1971,3840448.5,EDEU_IP
ALB,EDEU,1972,3936548.3,EDEU_IP
ALB,EDEU,1973,4166318.8,EDEU_IP
ALB,EDEU,1974,7655067.5,EDEU_IP
ALB,USSR,1955,2150893.8,USSR_IP
ALB,USSR,1956,3230160,USSR_IP
ALB,USSR,1957,5539287.5,USSR_IP
ALB,USSR,1958,5519645,USSR_IP
ALB,USSR,1959,5794645,USSR_IP
ALB,USSR,1960,9515877,USSR_IP
ALB,USSR,1961,8555559,USSR_IP
ARG,EDEU,1954,78136.164,EDEU_IP
ARG,EDEU,1955,670595,EDEU_IP
ARG,EDEU,1956,352251.56,EDEU_IP
ARG,EDEU,1957,233327.36,EDEU_IP
ARG,EDEU,1958,631204.75,EDEU_IP
ARG,EDEU,1959,975418.81,EDEU_IP
ARG,EDEU,1960,1103741.9,EDEU_IP
ARG,EDEU,1961,1207792.6,EDEU_IP
ARG,EDEU,1962,363393,EDEU_IP
ARG,EDEU,1963,500893.03,EDEU_IP
ARG,EDEU,1964,1443750.5,EDEU_IP
ARG,EDEU,1965,618750.25,EDEU_IP
ARG,EDEU,1966,176785.78,EDEU_IP
ARG,EDEU,1967,716964.63,EDEU_IP
ARG,USSR,1950,41407.879,USSR_IP
ARG,USSR,1953,3011906,USSR_IP
ARG,USSR,1954,16107149,USSR_IP
ARG,USSR,1955,11043655,USSR_IP
ARG,USSR,1956,5087502,USSR_IP
ARG,USSR,1957,8206352,USSR_IP
ARG,USSR,1958,6305359.5,USSR_IP
ARG,USSR,1959,10960718,USSR_IP
ARG,USSR,1960,8511908,USSR_IP
ARG,USSR,1961,7813495,USSR_IP
ARG,USSR,1962,3841271.3,USSR_IP
ARG,USSR,1963,7246034.5,USSR_IP
ARG,USSR,1964,7813495,USSR_IP
ARG,USSR,1965,28285724,USSR_IP
ARG,USSR,1966,42166684,USSR_IP
ARG,USSR,1967,9205472,USSR_IP
ARG,USSR,1968,13138899,USSR_IP
ARG,USSR,1969,11712972,USSR_IP
ARG,USSR,1970,14361123,USSR_IP
ARG,USSR,1971,15361188,USSR_IP
ARG,USSR,1972,12248764,USSR_IP
ARG,USSR,1973,43710584,USSR_IP
ARG,USSR,1974,81815048,USSR_IP
ARG,USSR,1975,202296128,USSR_IP
ARG,USSR,1976,182998752,USSR_IP
ARG,USSR,1977,165933568,USSR_IP
ARG,USSR,1978,259497344,USSR_IP
ARG,USSR,1979,228963024,USSR_IP
ARG,USSR,1980,843889088,USSR_IP
ARG,USSR,1981,1803108864,USSR_IP
ARG,USSR,1982,1099349248,USSR_IP
ARG,USSR,1983,1268662400,USSR_IP
ARG,USSR,1984,1121647744,USSR_IP
ARG,USSR,1985,1262175360,USSR_IP
ARG,USSR,1986,205671168,USSR_IP
ARG,USSR,1987,443293216,USSR_IP
ARG,USSR,1988,555994624,USSR_IP
AUS,EDEU,1955,188607.92,EDEU_IP
AUS,EDEU,1958,193511.2,EDEU_IP
AUS,EDEU,1959,873.63983,EDEU_IP
AUS,EDEU,1960,1926871.6,EDEU_IP
AUS,EDEU,1961,389.6105,EDEU_IP
AUS,EDEU,1962,19642.863,EDEU_IP
AUS,EDEU,1963,0,EDEU_IP
AUS,EDEU,1964,716964.56,EDEU_IP
AUS,EDEU,1965,333928.69,EDEU_IP
AUS,EDEU,1966,1286607.6,EDEU_IP
AUS,EDEU,1967,766753.81,EDEU_IP
AUS,USSR,1950,10227747,USSR_IP
AUS,USSR,1951,5849208.5,USSR_IP
AUS,USSR,1952,0,USSR_IP
AUS,USSR,1953,8555559,USSR_IP
AUS,USSR,1954,16107149,USSR_IP
AUS,USSR,1955,2662699.5,USSR_IP
AUS,USSR,1956,0,USSR_IP
AUS,USSR,1957,174603.25,USSR_IP
AUS,USSR,1958,0,USSR_IP
AUS,USSR,1959,2219643.8,USSR_IP
AUS,USSR,1960,13619053,USSR_IP
AUS,USSR,1961,11349210,USSR_IP
AUS,USSR,1962,11654766,USSR_IP
AUS,USSR,1963,22916676,USSR_IP
AUS,USSR,1964,53341288,USSR_IP
AUS,USSR,1965,39591284,USSR_IP
AUS,USSR,1966,14972228,USSR_IP
AUS,USSR,1967,7656474.5,USSR_IP
AUS,USSR,1968,18282422,USSR_IP
AUS,USSR,1969,20472238,USSR_IP
AUS,USSR,1970,30708356,USSR_IP
AUS,USSR,1971,34411080,USSR_IP
AUS,USSR,1972,38083492,USSR_IP
AUS,USSR,1973,117933816,USSR_IP
AUS,USSR,1974,111056928,USSR_IP
AUS,USSR,1975,225439296,USSR_IP
AUS,USSR,1976,330112192,USSR_IP
AUS,USSR,1977,279222592,USSR_IP
AUS,USSR,1978,230925744,USSR_IP
AUS,USSR,1979,311840160,USSR_IP
AUS,USSR,1980,563076864,USSR_IP
AUS,USSR,1981,408992512,USSR_IP
AUS,USSR,1982,442728288,USSR_IP
AUS,USSR,1983,394675424,USSR_IP
AUS,USSR,1984,488759264,USSR_IP
AUS,USSR,1985,546063552,USSR_IP
AUS,USSR,1986,544216192,USSR_IP
AUS,USSR,1987,370510592,USSR_IP
AUS,USSR,1988,356080736,USSR_IP
AUT,EDEU,1953,6585649.5,EDEU_IP
AUT,EDEU,1954,4223677,EDEU_IP
AUT,EDEU,1955,5071380.5,EDEU_IP
AUT,EDEU,1956,6382004.5,EDEU_IP
AUT,EDEU,1957,5584426,EDEU_IP
AUT,EDEU,1958,6303748,EDEU_IP
AUT,EDEU,1959,6203716.5,EDEU_IP
AUT,EDEU,1960,8278064.5,EDEU_IP
AUT,EDEU,1961,8435068,EDEU_IP
AUT,EDEU,1962,7258038.5,EDEU_IP
AUT,EDEU,1963,9291075,EDEU_IP
AUT,EDEU,1964,9497325,EDEU_IP
AUT,EDEU,1965,12777683,EDEU_IP
AUT,EDEU,1966,13975898,EDEU_IP
AUT,EDEU,1967,14060473,EDEU_IP
AUT,EDEU,1968,14196886,EDEU_IP
AUT,EDEU,1969,13459435,EDEU_IP
AUT,EDEU,1970,18583802,EDEU_IP
AUT,EDEU,1971,22565858,EDEU_IP
AUT,EDEU,1972,31699574,EDEU_IP
AUT,EDEU,1973,69500240,EDEU_IP
AUT,EDEU,1974,110207512,EDEU_IP
AUT,USSR,1950,8612840,USSR_IP
AUT,USSR,1951,4845240,USSR_IP
AUT,USSR,1952,6853177.5,USSR_IP
AUT,USSR,1953,11436513,USSR_IP
AUT,USSR,1954,17896832,USSR_IP
AUT,USSR,1955,13966076,USSR_IP
AUT,USSR,1956,25398224,USSR_IP
AUT,USSR,1957,26753580,USSR_IP
AUT,USSR,1958,24926794,USSR_IP
AUT,USSR,1959,32106262,USSR_IP
AUT,USSR,1960,31559538,USSR_IP
AUT,USSR,1961,30119060,USSR_IP
AUT,USSR,1962,26321438,USSR_IP
AUT,USSR,1963,28460328,USSR_IP
AUT,USSR,1964,26234138,USSR_IP
AUT,USSR,1965,26103184,USSR_IP
AUT,USSR,1966,27980170,USSR_IP
AUT,USSR,1967,33546864,USSR_IP
AUT,USSR,1968,39925956,USSR_IP
AUT,USSR,1969,41504660,USSR_IP
AUT,USSR,1970,44916700,USSR_IP
AUT,USSR,1971,41131600,USSR_IP
AUT,USSR,1972,43218348,USSR_IP
AUT,USSR,1973,54305256,USSR_IP
AUT,USSR,1974,108008304,USSR_IP
AUT,USSR,1975,156078656,USSR_IP
AUT,USSR,1976,156206560,USSR_IP
AUT,USSR,1977,226578016,USSR_IP
AUT,USSR,1978,228572784,USSR_IP
AUT,USSR,1979,292013088,USSR_IP
AUT,USSR,1980,287565664,USSR_IP
AUT,USSR,1981,385658400,USSR_IP
AUT,USSR,1982,465055808,USSR_IP
AUT,USSR,1983,768362688,USSR_IP
AUT,USSR,1984,905098432,USSR_IP
AUT,USSR,1985,887289088,USSR_IP
AUT,USSR,1986,910982144,USSR_IP
AUT,USSR,1987,638125184,USSR_IP
AUT,USSR,1988,724064704,USSR_IP
BEL,EDEU,1953,6163714.5,EDEU_IP
BEL,EDEU,1954,3857272.8,EDEU_IP
BEL,EDEU,1955,4563250,EDEU_IP
BEL,EDEU,1956,4513125,EDEU_IP
BEL,EDEU,1957,3264420.8,EDEU_IP
BEL,EDEU,1958,5801405.5,EDEU_IP
BEL,EDEU,1959,4495314,EDEU_IP
BEL,EDEU,1960,8296772.5,EDEU_IP
BEL,EDEU,1961,8298704.5,EDEU_IP
BEL,EDEU,1962,7091074,EDEU_IP
BEL,EDEU,1963,4134823,EDEU_IP
BEL,EDEU,1964,5166073.5,EDEU_IP
BEL,EDEU,1965,8043753,EDEU_IP
BEL,EDEU,1966,12944647,EDEU_IP
BEL,EDEU,1967,12208314,EDEU_IP
BEL,EDEU,1968,8903132,EDEU_IP
BEL,EDEU,1969,8182593,EDEU_IP
BEL,EDEU,1970,17281434,EDEU_IP
BEL,EDEU,1971,25207776,EDEU_IP
BEL,EDEU,1972,30580764,EDEU_IP
BEL,EDEU,1973,51675788,EDEU_IP
BEL,EDEU,1974,81387368,EDEU_IP
BEL,USSR,1950,7908905.5,USSR_IP
BEL,USSR,1951,6067463,USSR_IP
BEL,USSR,1952,7944448,USSR_IP
BEL,USSR,1953,11174608,USSR_IP
BEL,USSR,1954,12003973,USSR_IP
BEL,USSR,1955,5971430.5,USSR_IP
BEL,USSR,1956,12591076,USSR_IP
BEL,USSR,1957,12050897,USSR_IP
BEL,USSR,1958,6364288,USSR_IP
BEL,USSR,1959,3841271.3,USSR_IP
BEL,USSR,1960,8686511,USSR_IP
BEL,USSR,1961,13313498,USSR_IP
BEL,USSR,1962,13007942,USSR_IP
BEL,USSR,1963,11261909,USSR_IP
BEL,USSR,1964,8686511,USSR_IP
BEL,USSR,1965,12309529,USSR_IP
BEL,USSR,1966,15496038,USSR_IP
BEL,USSR,1967,25580590,USSR_IP
BEL,USSR,1968,35800952,USSR_IP
BEL,USSR,1969,36768548,USSR_IP
BEL,USSR,1970,38194476,USSR_IP
BEL,USSR,1971,30217072,USSR_IP
BEL,USSR,1972,35516068,USSR_IP
BEL,USSR,1973,96865560,USSR_IP
BEL,USSR,1974,190072224,USSR_IP
BEL,USSR,1975,197130240,USSR_IP
BEL,USSR,1976,177153168,USSR_IP
BEL,USSR,1977,189073088,USSR_IP
BEL,USSR,1978,212186128,USSR_IP
BEL,USSR,1979,226583776,USSR_IP
BEL,USSR,1980,278198016,USSR_IP
BEL,USSR,1981,341878496,USSR_IP
BEL,USSR,1982,497548032,USSR_IP
BEL,USSR,1983,596845312,USSR_IP
BEL,USSR,1984,508362496,USSR_IP
BEL,USSR,1985,597067776,USSR_IP
BEL,USSR,1986,451215168,USSR_IP
BEL,USSR,1987,389663904,USSR_IP
BEL,USSR,1988,382532448,USSR_IP
BEN,USSR,1975,344392.44,USSR_IP
BEN,USSR,1979,1189624.4,USSR_IP
BEN,USSR,1980,653558.31,USSR_IP
BGD,USSR,1972,4172068,USSR_IP
BGD,USSR,1973,5933015.5,USSR_IP
BGD,USSR,1974,11261235,USSR_IP
BGD,USSR,1975,10331774,USSR_IP
BGD,USSR,1976,10635686,USSR_IP
BGD,USSR,1977,15741753,USSR_IP
BGD,USSR,1978,21344666,USSR_IP
BGD,USSR,1979,28550982,USSR_IP
BGD,USSR,1980,19243662,USSR_IP
BGD,USSR,1981,18773674,USSR_IP
BGD,USSR,1982,23717584,USSR_IP
BGD,USSR,1983,32800134,USSR_IP
BGD,USSR,1984,17267056,USSR_IP
BGD,USSR,1985,35815856,USSR_IP
BGD,USSR,1986,19027790,USSR_IP
BGD,USSR,1987,29474850,USSR_IP
BGD,USSR,1988,22280480,USSR_IP
BGR,EDEU,1953,7083657.5,EDEU_IP
BGR,EDEU,1954,9715126,EDEU_IP
BGR,EDEU,1955,12187079,EDEU_IP
BGR,EDEU,1956,13500258,EDEU_IP
BGR,EDEU,1957,10457567,EDEU_IP
BGR,EDEU,1958,11938288,EDEU_IP
BGR,EDEU,1959,17872050,EDEU_IP
BGR,EDEU,1960,21476200,EDEU_IP
BGR,EDEU,1961,26951310,EDEU_IP
BGR,EDEU,1962,31379474,EDEU_IP
BGR,EDEU,1963,29994654,EDEU_IP
BGR,EDEU,1964,33216084,EDEU_IP
BGR,EDEU,1965,38657156,EDEU_IP
BGR,EDEU,1966,44658052,EDEU_IP
BGR,EDEU,1967,47827516,EDEU_IP
BGR,EDEU,1968,58872964,EDEU_IP
BGR,EDEU,1969,71713912,EDEU_IP
BGR,EDEU,1970,89425152,EDEU_IP
BGR,EDEU,1971,98008768,EDEU_IP
BGR,EDEU,1972,106024368,EDEU_IP
BGR,EDEU,1973,161125648,EDEU_IP
BGR,EDEU,1974,180321392,EDEU_IP
BGR,USSR,1950,24927546,USSR_IP
BGR,USSR,1951,29071438,USSR_IP
BGR,USSR,1952,42821444,USSR_IP
BGR,USSR,1953,48976212,USSR_IP
BGR,USSR,1954,53690500,USSR_IP
BGR,USSR,1955,47710336,USSR_IP
BGR,USSR,1956,56836632,USSR_IP
BGR,USSR,1957,77825024,USSR_IP
BGR,USSR,1958,79793680,USSR_IP
BGR,USSR,1959,102457176,USSR_IP
BGR,USSR,1960,117289720,USSR_IP
BGR,USSR,1961,128115128,USSR_IP
BGR,USSR,1962,153214336,USSR_IP
BGR,USSR,1963,174734192,USSR_IP
BGR,USSR,1964,209523888,USSR_IP
BGR,USSR,1965,241825488,USSR_IP
BGR,USSR,1966,256972320,USSR_IP
BGR,USSR,1967,308206272,USSR_IP
BGR,USSR,1968,408528096,USSR_IP
BGR,USSR,1969,446722592,USSR_IP
BGR,USSR,1970,495255040,USSR_IP
BGR,USSR,1971,548101312,USSR_IP
BGR,USSR,1972,654586816,USSR_IP
BGR,USSR,1973,801562496,USSR_IP
BGR,USSR,1974,886962240,USSR_IP
BGR,USSR,1975,1330181376,USSR_IP
BGR,USSR,1976,1777052544,USSR_IP
BGR,USSR,1977,2145867648,USSR_IP
BGR,USSR,1978,2518838528,USSR_IP
BGR,USSR,1979,2517007104,USSR_IP
BGR,USSR,1980,2497246464,USSR_IP
BGR,USSR,1981,2809894656,USSR_IP
BGR,USSR,1982,3725398528,USSR_IP
BGR,USSR,1983,4933003264,USSR_IP
BGR,USSR,1984,5706051072,USSR_IP
BGR,USSR,1985,6214923776,USSR_IP
BGR,USSR,1986,6618356736,USSR_IP
BGR,USSR,1987,6971493376,USSR_IP
BGR,USSR,1988,6992509952,USSR_IP
BOL,EDEU,1955,163053.95,EDEU_IP
BOL,EDEU,1956,128752.67,EDEU_IP
BOL,USSR,1970,1578705,USSR_IP
BOL,USSR,1971,4547720,USSR_IP
BOL,USSR,1972,1337201.3,USSR_IP
BOL,USSR,1973,7385999.5,USSR_IP
BOL,USSR,1974,7092711.5,USSR_IP
BOL,USSR,1975,6612335,USSR_IP
BOL,USSR,1976,9986178,USSR_IP
BOL,USSR,1977,23827682,USSR_IP
BOL,USSR,1978,28823700,USSR_IP
BOL,USSR,1979,25695884,USSR_IP
BOL,USSR,1981,8892794,USSR_IP
BOL,USSR,1982,16593623,USSR_IP
BOL,USSR,1983,12788148,USSR_IP
BOL,USSR,1984,2640844,USSR_IP
BRA,EDEU,1954,55137.594,EDEU_IP
BRA,EDEU,1955,10811.293,EDEU_IP
BRA,EDEU,1956,1519576.3,EDEU_IP
BRA,EDEU,1957,3332630,EDEU_IP
BRA,EDEU,1958,4942617,EDEU_IP
BRA,EDEU,1959,2443133.8,EDEU_IP
BRA,EDEU,1960,4742349,EDEU_IP
BRA,EDEU,1961,6116885,EDEU_IP
BRA,EDEU,1962,3663394.3,EDEU_IP
BRA,EDEU,1963,4763394.5,EDEU_IP
BRA,EDEU,1964,6216966.5,EDEU_IP
BRA,EDEU,1965,5784823.5,EDEU_IP
BRA,EDEU,1966,5794645,EDEU_IP
BRA,EDEU,1967,7936400,EDEU_IP
BRA,EDEU,1968,8662507,EDEU_IP
BRA,EDEU,1969,9519238,EDEU_IP
BRA,EDEU,1970,15428062,EDEU_IP
BRA,EDEU,1971,12526564,EDEU_IP
BRA,EDEU,1972,20594362,EDEU_IP
BRA,EDEU,1973,20210004,EDEU_IP
BRA,EDEU,1974,20928700,EDEU_IP
BRA,USSR,1950,579710.31,USSR_IP
BRA,USSR,1951,2924604.3,USSR_IP
BRA,USSR,1952,2007937.4,USSR_IP
BRA,USSR,1953,523809.75,USSR_IP
BRA,USSR,1954,611111.31,USSR_IP
BRA,USSR,1955,756250.25,USSR_IP
BRA,USSR,1956,1222222.6,USSR_IP
BRA,USSR,1957,873016.19,USSR_IP
BRA,USSR,1958,363393,USSR_IP
BRA,USSR,1959,1875893.5,USSR_IP
BRA,USSR,1960,3666668,USSR_IP
BRA,USSR,1961,9428575,USSR_IP
BRA,USSR,1962,14055561,USSR_IP
BRA,USSR,1963,17067468,USSR_IP
BRA,USSR,1964,14579371,USSR_IP
BRA,USSR,1965,12876989,USSR_IP
BRA,USSR,1966,12003973,USSR_IP
BRA,USSR,1967,13808208,USSR_IP
BRA,USSR,1968,12782417,USSR_IP
BRA,USSR,1969,22356498,USSR_IP
BRA,USSR,1970,10592601,USSR_IP
BRA,USSR,1971,21071102,USSR_IP
BRA,USSR,1972,35195136,USSR_IP
BRA,USSR,1973,70530240,USSR_IP
BRA,USSR,1974,69682776,USSR_IP
BRA,USSR,1975,208564064,USSR_IP
BRA,USSR,1976,299910080,USSR_IP
BRA,USSR,1977,180298992,USSR_IP
BRA,USSR,1978,109412416,USSR_IP
BRA,USSR,1979,126893256,USSR_IP
BRA,USSR,1980,183649888,USSR_IP
BRA,USSR,1981,405800224,USSR_IP
BRA,USSR,1982,360976416,USSR_IP
BRA,USSR,1983,576540416,USSR_IP
BRA,USSR,1984,378250112,USSR_IP
BRA,USSR,1985,389972096,USSR_IP
BRA,USSR,1986,252813056,USSR_IP
BRA,USSR,1987,267827424,USSR_IP
BRA,USSR,1988,154030352,USSR_IP
CAF,USSR,1970,0,USSR_IP
CAF,USSR,1974,0,USSR_IP
CAN,EDEU,1955,42950.316,EDEU_IP
CAN,EDEU,1956,201974.61,EDEU_IP
CAN,EDEU,1957,989626.44,EDEU_IP
CAN,EDEU,1958,1204749.3,EDEU_IP
CAN,EDEU,1959,1297355.1,EDEU_IP
CAN,EDEU,1960,757653.38,EDEU_IP
CAN,EDEU,1961,642857.38,EDEU_IP
CAN,EDEU,1962,599107.38,EDEU_IP
CAN,EDEU,1963,805357.44,EDEU_IP
CAN,EDEU,1964,6050002,EDEU_IP
CAN,EDEU,1965,7238395.5,EDEU_IP
CAN,EDEU,1966,5460716,EDEU_IP
CAN,EDEU,1967,3783980,EDEU_IP
CAN,EDEU,1968,1695834.6,EDEU_IP
CAN,EDEU,1969,2743028.3,EDEU_IP
CAN,EDEU,1970,2942852.8,EDEU_IP
CAN,EDEU,1971,2577482.3,EDEU_IP
CAN,EDEU,1972,2265241.8,EDEU_IP
CAN,EDEU,1973,2654348,EDEU_IP
CAN,EDEU,1974,8673319,EDEU_IP
CAN,USSR,1950,0,USSR_IP
CAN,USSR,1952,0,USSR_IP
CAN,USSR,1953,0,USSR_IP
CAN,USSR,1954,2007937.4,USSR_IP
CAN,USSR,1955,1003968.7,USSR_IP
CAN,USSR,1956,9654468,USSR_IP
CAN,USSR,1957,3496429.8,USSR_IP
CAN,USSR,1958,9919646,USSR_IP
CAN,USSR,1959,5922323.5,USSR_IP
CAN,USSR,1960,3928572.8,USSR_IP
CAN,USSR,1961,17940484,USSR_IP
CAN,USSR,1962,1047619.5,USSR_IP
CAN,USSR,1963,68662728,USSR_IP
CAN,USSR,1964,127373064,USSR_IP
CAN,USSR,1965,99436552,USSR_IP
CAN,USSR,1966,136059584,USSR_IP
CAN,USSR,1967,56073712,USSR_IP
CAN,USSR,1968,57851896,USSR_IP
CAN,USSR,1969,15074087,USSR_IP
CAN,USSR,1970,59990784,USSR_IP
CAN,USSR,1971,68822160,USSR_IP
CAN,USSR,1972,150354912,USSR_IP
CAN,USSR,1973,147780528,USSR_IP
CAN,USSR,1974,51079964,USSR_IP
CAN,USSR,1975,302583200,USSR_IP
CAN,USSR,1976,405373888,USSR_IP
CAN,USSR,1977,316641504,USSR_IP
CAN,USSR,1978,301598432,USSR_IP
CAN,USSR,1979,359583776,USSR_IP
CAN,USSR,1980,705552512,USSR_IP
CAN,USSR,1981,1046537408,USSR_IP
CAN,USSR,1982,1182664832,USSR_IP
CAN,USSR,1983,1247381248,USSR_IP
CAN,USSR,1984,1425040000,USSR_IP
CAN,USSR,1985,974006592,USSR_IP
CAN,USSR,1986,666827840,USSR_IP
CAN,USSR,1987,478194848,USSR_IP
CAN,USSR,1988,544294848,USSR_IP
CHE,EDEU,1960,5051022.5,EDEU_IP
CHE,EDEU,1961,6496756,EDEU_IP
CHE,EDEU,1962,6383931,EDEU_IP
CHE,EDEU,1963,6590181,EDEU_IP
CHE,EDEU,1964,10548218,EDEU_IP
CHE,EDEU,1965,6737502.5,EDEU_IP
CHE,EDEU,1966,7916074.5,EDEU_IP
CHE,EDEU,1967,9350414,EDEU_IP
CHE,EDEU,1968,21965642,EDEU_IP
CHE,EDEU,1969,26372590,EDEU_IP
CHE,EDEU,1970,49464976,EDEU_IP
CHE,EDEU,1971,43726988,EDEU_IP
CHE,EDEU,1972,57155920,EDEU_IP
CHE,EDEU,1973,138714896,EDEU_IP
CHE,EDEU,1974,188703776,EDEU_IP
CHE,USSR,1950,1904762.5,USSR_IP
CHE,USSR,1951,2051588,USSR_IP
CHE,USSR,1952,1003968.7,USSR_IP
CHE,USSR,1953,2400794.5,USSR_IP
CHE,USSR,1954,1920635.6,USSR_IP
CHE,USSR,1955,1610714.9,USSR_IP
CHE,USSR,1956,736607.44,USSR_IP
CHE,USSR,1957,1433929.1,USSR_IP
CHE,USSR,1958,1375000.5,USSR_IP
CHE,USSR,1959,1846429.3,USSR_IP
CHE,USSR,1960,4146826.8,USSR_IP
CHE,USSR,1961,3492064.8,USSR_IP
CHE,USSR,1962,2837302.5,USSR_IP
CHE,USSR,1963,4583335,USSR_IP
CHE,USSR,1964,3535715.5,USSR_IP
CHE,USSR,1965,5325399,USSR_IP
CHE,USSR,1966,9166670,USSR_IP
CHE,USSR,1967,11905153,USSR_IP
CHE,USSR,1968,22509278,USSR_IP
CHE,USSR,1969,27500020,USSR_IP
CHE,USSR,1970,35902808,USSR_IP
CHE,USSR,1971,37746076,USSR_IP
CHE,USSR,1972,48406688,USSR_IP
CHE,USSR,1973,60419892,USSR_IP
CHE,USSR,1974,102719880,USSR_IP
CHE,USSR,1975,165859408,USSR_IP
CHE,USSR,1976,213769168,USSR_IP
CHE,USSR,1977,191309616,USSR_IP
CHE,USSR,1978,188740624,USSR_IP
CHE,USSR,1979,218811568,USSR_IP
CHE,USSR,1980,292285824,USSR_IP
CHE,USSR,1981,377829696,USSR_IP
CHE,USSR,1982,356719456,USSR_IP
CHE,USSR,1983,336884704,USSR_IP
CHE,USSR,1984,415932928,USSR_IP
CHE,USSR,1985,581982016,USSR_IP
CHE,USSR,1986,486919008,USSR_IP
CHE,USSR,1987,574280768,USSR_IP
CHE,USSR,1988,786022784,USSR_IP
CHL,EDEU,1955,92780.547,EDEU_IP
CHL,EDEU,1956,45603.996,EDEU_IP
CHL,EDEU,1957,107523.22,EDEU_IP
CHL,EDEU,1958,135850.98,EDEU_IP
CHL,EDEU,1959,4368.1992,EDEU_IP
CHL,EDEU,1961,0,EDEU_IP
CHL,EDEU,1965,9821.4316,EDEU_IP
CHL,EDEU,1966,29464.297,EDEU_IP
CHL,EDEU,1967,9957.8418,EDEU_IP
CHL,EDEU,1968,11458.342,EDEU_IP
CHL,EDEU,1969,23246.002,EDEU_IP
CHL,EDEU,1971,180423.77,EDEU_IP
CHL,EDEU,1972,441998.41,EDEU_IP
CHL,EDEU,1973,11625373,EDEU_IP
CHL,EDEU,1974,30456620,EDEU_IP
CHL,USSR,1966,87301.625,USSR_IP
CHL,USSR,1967,88514.156,USSR_IP
CHL,USSR,1968,0,USSR_IP
CHL,USSR,1969,50925.965,USSR_IP
CHL,USSR,1970,152777.91,USSR_IP
CHL,USSR,1971,404241.75,USSR_IP
CHL,USSR,1972,3904628,USSR_IP
CHL,USSR,1973,7628163,USSR_IP
CHN,EDEU,1953,20844860,EDEU_IP
CHN,EDEU,1954,26487864,EDEU_IP
CHN,EDEU,1955,34064616,EDEU_IP
CHN,EDEU,1956,33774280,EDEU_IP
CHN,EDEU,1957,34808824,EDEU_IP
CHN,EDEU,1958,42229564,EDEU_IP
CHN,EDEU,1959,45206056,EDEU_IP
