iso_o,iso_d,year,FLOW_EDEU,FLOWU,FLOWP,fx_GBR,fx_EDEU
TUR,EDEU,1963,22880000,5720000,2042857.9,.35714298,4
TUR,EDEU,1964,21670000,5417500,1934822.1,.35714298,4
TUR,EDEU,1965,24750000,6187500,2209822.3,.35714298,4
TUR,EDEU,1966,25300000,6325000,2258929.5,.35714298,4
TUR,EDEU,1967,34320000,8580000,3106846.8,.36210334,4
TUR,EDEU,1968,30580000,7645000,3185419,.41666698,4
TUR,EDEU,1969,35640000,9038039,3765852.5,.41666698,3.9433334
TUR,EDEU,1970,33880000,9256830,3857015.5,.41666698,3.6600001
TUR,EDEU,1971,24420000,6962435,2861005.5,.41092023,3.5073936
TUR,EDEU,1972,29370000,9210819,3687924.3,.40039048,3.1886415
TUR,EDEU,1973,24200000,9054853,3695927.8,.40817094,2.6726
TUR,EDEU,1974,35200000,13602551,5818578.5,.42775643,2.58775
TZA,EDEU,1966,5720000,1430000,510714.47,.35714298,4
TZA,EDEU,1967,3410000.000000001,852500,308693.09,.36210334,4
TZA,EDEU,1968,2310000,577500,240625.19,.41666698,4
TZA,EDEU,1969,3520000.000000001,892645.81,371936.03,.41666698,3.9433334
TZA,EDEU,1970,3630000.000000001,991803.25,413251.66,.41666698,3.6600001
TZA,EDEU,1971,3300000.000000001,940869.63,386622.38,.41092023,3.5073936
TZA,EDEU,1972,2860000,896933.69,359123.72,.40039048,3.1886415
TZA,EDEU,1973,10120000,3786574.8,1545569.8,.40817094,2.6726
TZA,EDEU,1974,3850000.000000001,1487779,636407.06,.42775643,2.58775
URY,EDEU,1955,2472309.675000001,588645.19,210230.5,.35714298,4.1999998
URY,EDEU,1956,14941349.77500001,3557464.5,1270523.5,.35714298,4.1999998
URY,EDEU,1957,9744760.575000003,2320181.3,828636.44,.35714298,4.1999998
URY,EDEU,1958,13202090,3143355,1122627.1,.35714298,4.1999998
URY,EDEU,1959,10309959,2454752.3,876697.56,.35714298,4.1999998
URY,EDEU,1960,8030000.000000001,1911904.9,682823.44,.35714298,4.1999998
URY,EDEU,1961,4070000.000000001,1009090.9,360389.75,.35714298,4.0333333
URY,EDEU,1962,8360000.000000001,2090000,746428.81,.35714298,4
URY,EDEU,1963,2420000,605000,216071.5,.35714298,4
URY,EDEU,1964,19910000,4977500,1777679.3,.35714298,4
URY,EDEU,1965,9020000,2255000,805357.44,.35714298,4
URY,EDEU,1966,3960000.000000001,990000,353571.56,.35714298,4
URY,EDEU,1967,1870000,467500,169283.31,.36210334,4
USA,EDEU,1953,43819637.40000001,10433247,3726161,.35714298,4.1999998
USA,EDEU,1954,29675806.87500001,7065668.5,2523454,.35714298,4.1999998
USA,EDEU,1955,24778576.35,5899661.5,2107022.8,.35714298,4.1999998
USA,EDEU,1956,27447376.27500001,6535090,2333961.5,.35714298,4.1999998
USA,EDEU,1957,16746748.425,3987321.3,1424043.9,.35714298,4.1999998
USA,EDEU,1958,26548016,6320956.5,2257485.3,.35714298,4.1999998
USA,EDEU,1959,19972656,4755394.5,1698355.8,.35714298,4.1999998
USA,EDEU,1960,24640000,5866667,2095239,.35714298,4.1999998
USA,EDEU,1961,17050000,4227273,1509740.9,.35714298,4.0333333
USA,EDEU,1962,6380000.000000001,1595000,569643.06,.35714298,4
USA,EDEU,1963,6270000.000000001,1567500,559821.63,.35714298,4
USA,EDEU,1964,44880000,11220000,4007144.3,.35714298,4
USA,EDEU,1965,30800000,7700000,2750001,.35714298,4
USA,EDEU,1966,115060000,28765000,10273218,.35714298,4
USA,EDEU,1967,117150000,29287500,10605102,.36210334,4
USA,EDEU,1968,112530000,28132500,11721884,.41666698,4
USA,EDEU,1969,98780000.00000002,25049872,10437455,.41666698,3.9433334
USA,EDEU,1970,185570000,50702184,21125926,.41666698,3.6600001
USA,EDEU,1971,297770000,84897800,34886224,.41092023,3.5073936
USA,EDEU,1972,295900000,92798136,37155488,.40039048,3.1886415
USA,EDEU,1973,517110000.0000001,193485744,78975256,.40817094,2.6726
USA,EDEU,1974,582560000,225122208,96297472,.42775643,2.58775
USSR,EDEU,1953,2119175086.05,504565504,180202032,.35714298,4.1999998
USSR,EDEU,1954,2110650876.675,502535936,179477184,.35714298,4.1999998
USSR,EDEU,1955,1951561967.85,464657632,165949216,.35714298,4.1999998
USSR,EDEU,1956,2575522535.85,613219648,219007088,.35714298,4.1999998
USSR,EDEU,1957,3402642464.100001,810153024,289340480,.35714298,4.1999998
USSR,EDEU,1958,3237291167.000001,770783616,275279968,.35714298,4.1999998
USSR,EDEU,1959,4274066192.000001,1017634880,363441152,.35714298,4.1999998
USSR,EDEU,1960,4426180000,1053852416,376376000,.35714298,4.1999998
USSR,EDEU,1961,4946370000,1226372736,437990432,.35714298,4.0333333
USSR,EDEU,1962,5757180000,1439294976,514034112,.35714298,4
USSR,EDEU,1963,5418380000,1354594944,483784096,.35714298,4
USSR,EDEU,1964,5595260000,1398814976,499576960,.35714298,4
USSR,EDEU,1965,5567210000,1391802496,497072512,.35714298,4
USSR,EDEU,1966,6396280000.000001,1599069952,571096640,.35714298,4
USSR,EDEU,1967,6549730000.000001,1637432448,592919744,.36210334,4
USSR,EDEU,1968,6895790000.000001,1723947520,718312000,.41666698,4
USSR,EDEU,1969,8058600000.000001,2043601024,851501056,.41666698,3.9433334
USSR,EDEU,1970,8986560000,2455344128,1023060864,.41666698,3.6600001
USSR,EDEU,1971,8749730000,2494652928,1025103360,.41092023,3.5073936
USSR,EDEU,1972,8809350000,2762728192,1106170112,.40039048,3.1886415
USSR,EDEU,1973,9501800000,3555264512,1451155712,.40817094,2.6726
USSR,EDEU,1974,11161260000,4313113600,1844962048,.42775643,2.58775
VEN,EDEU,1956,510874.6500000001,121636.83,43441.738,.35714298,4.1999998
VEN,EDEU,1957,34674.75000000001,8255.8936,2948.5344,.35714298,4.1999998
VEN,EDEU,1958,1356168.000000001,322897.16,115320.45,.35714298,4.1999998
VEN,EDEU,1960,0,0,0,.35714298,4.1999998
VNM,EDEU,1956,1730270.025,411969.06,147131.86,.35714298,4.1999998
VNM,EDEU,1957,11043907.875,2629502,939108.19,.35714298,4.1999998
VNM,EDEU,1958,20229506,4816549.5,1720196.9,.35714298,4.1999998
VNM,EDEU,1959,25602808.00000001,6095907,2177110.5,.35714298,4.1999998
VNM,EDEU,1960,31570000,7516667,2684525,.35714298,4.1999998
VNM,EDEU,1961,20680000,5127273,1831169.6,.35714298,4.0333333
VNM,EDEU,1962,24200000,6050000,2160715,.35714298,4
VNM,EDEU,1963,12760000,3190000,1139286.1,.35714298,4
VNM,EDEU,1964,12430000,3107500,1109821.9,.35714298,4
VNM,EDEU,1965,28050000,7012500,2504465.3,.35714298,4
VNM,EDEU,1966,22990000,5747500,2052679.3,.35714298,4
VNM,EDEU,1967,19470000,4867500,1762538,.36210334,4
VNM,EDEU,1968,23100000,5775000,2406251.8,.41666698,4
VNM,EDEU,1969,12210000,3096365.3,1290153.1,.41666698,3.9433334
VNM,EDEU,1970,17930000,4898907,2041212.8,.41666698,3.6600001
VNM,EDEU,1971,30250000,8624638,3544038.3,.41092023,3.5073936
VNM,EDEU,1972,15620000,4898638,1961368,.40039048,3.1886415
VNM,EDEU,1973,33880000,12676794,5174299,.40817094,2.6726
VNM,EDEU,1974,37180000,14367694,6145873.5,.42775643,2.58775
WDEU,EDEU,1950,281096640,67007812,23931370,.35714298,4.194983
WDEU,EDEU,1951,201344715,47996552,17141632,.35714298,4.194983
WDEU,EDEU,1952,211978305,50531384,18046930,.35714298,4.194983
WDEU,EDEU,1953,289880910.0000001,69019264,24649746,.35714298,4.1999998
WDEU,EDEU,1954,479667375.0000001,114206520,40788056,.35714298,4.1999998
WDEU,EDEU,1955,606114630,144313008,51540380,.35714298,4.1999998
WDEU,EDEU,1956,675810877.5,160907360,57466936,.35714298,4.1999998
WDEU,EDEU,1957,850109287.5000001,202406976,72288232,.35714298,4.1999998
WDEU,EDEU,1958,879004912.5000001,209286896,74745344,.35714298,4.1999998
WDEU,EDEU,1959,1056770797.5,251612112,89861504,.35714298,4.1999998
WDEU,EDEU,1960,987690000.0000001,235164304,83987280,.35714298,4.1999998
WDEU,EDEU,1961,942370000.0000001,233645456,83444832,.35714298,4.0333333
WDEU,EDEU,1962,905410000.0000001,226352496,80840208,.35714298,4
WDEU,EDEU,1963,911350000.0000001,227837504,81370568,.35714298,4
WDEU,EDEU,1964,1185030000,296257504,105806288,.35714298,4
WDEU,EDEU,1965,1217370000,304342496,108693784,.35714298,4
WDEU,EDEU,1966,1616010000,404002496,144286656,.35714298,4
WDEU,EDEU,1967,1417350000,354337504,128306792,.36210334,4
WDEU,EDEU,1968,1350030000,337507488,140628224,.41666698,4
WDEU,EDEU,1969,2149290000,545043968,227101824,.41666698,3.9433334
WDEU,EDEU,1970,2377760000,649661184,270692352,.41666698,3.6600001
WDEU,EDEU,1971,2368190000,675199360,277453088,.41092023,3.5073936
WDEU,EDEU,1972,2886180000,905144064,362411072,.40039048,3.1886415
WDEU,EDEU,1973,2679710000,1002660288,409256800,.40817094,2.6726
WDEU,EDEU,1974,3285810000.000001,1269755648,543146112,.42775643,2.58775
YEM,EDEU,1959,436645.0000000001,103963.1,37129.691,.35714298,4.1999998
YEM,EDEU,1960,724317.0000000002,172456.44,61591.605,.35714298,4.1999998
YEM,EDEU,1961,107877,26746.363,9552.2764,.35714298,4.0333333
YUG,EDEU,1954,4143632.625000001,986579.25,352349.84,.35714298,4.1999998
YUG,EDEU,1955,7968257.550000002,1897204.3,677573.19,.35714298,4.1999998
YUG,EDEU,1956,16328339.775,3887700,1388464.8,.35714298,4.1999998
YUG,EDEU,1957,27995237.325,6665533,2380548.3,.35714298,4.1999998
YUG,EDEU,1958,111123584,26457998,9449288,.35714298,4.1999998
YUG,EDEU,1959,112299957,26738086,9549320,.35714298,4.1999998
YUG,EDEU,1960,204160000,48609528,17360552,.35714298,4.1999998
YUG,EDEU,1961,124080000,30763636,10987017,.35714298,4.0333333
YUG,EDEU,1962,167860000,41965000,14987505,.35714298,4
YUG,EDEU,1963,172700000,43175000,15419648,.35714298,4
YUG,EDEU,1964,298100000,74525000,26616080,.35714298,4
YUG,EDEU,1965,361680000,90420000,32292868,.35714298,4
YUG,EDEU,1966,313500000,78375000,27991082,.35714298,4
YUG,EDEU,1967,307120000,76780000,27802294,.36210334,4
YUG,EDEU,1968,266310000,66577500,27740646,.41666698,4
YUG,EDEU,1969,203720000,51661876,21525798,.41666698,3.9433334
YUG,EDEU,1970,228690000,62483604,26034854,.41666698,3.6600001
YUG,EDEU,1971,326700000,93146088,38275612,.41092023,3.5073936
YUG,EDEU,1972,429440000.0000001,134678048,53923808,.40039048,3.1886415
YUG,EDEU,1973,392370000.0000001,146812096,59924432,.40817094,2.6726
YUG,EDEU,1974,574860000,222146656,95024664,.42775643,2.58775
ZAF,EDEU,1955,139854.825,33298.77,11892.422,.35714298,4.1999998
ZAF,EDEU,1956,3550694.400000001,845403.44,301929.91,.35714298,4.1999998
ZAF,EDEU,1957,8958799.575000001,2133047.5,761802.94,.35714298,4.1999998
ZAF,EDEU,1958,1571922.000000001,374267.16,133666.89,.35714298,4.1999998
