iso_o,iso_d,year,FLOW_USSR,FLOWU,FLOWP,fx_GBR,fx_USSR
URY,USSR,1988,48840000.00000001,80351800,45171384,.56217015,.60782707
USA,USSR,1950,7920000.000000001,8347826,2981367.5,.35714298,.94875002
USA,USSR,1951,550000,611111.13,218254.05,.35714298,.89999998
USA,USSR,1952,440000.0000000001,488888.91,174603.25,.35714298,.89999998
USA,USSR,1953,440000.0000000001,488888.91,174603.25,.35714298,.89999998
USA,USSR,1954,550000,611111.13,218254.05,.35714298,.89999998
USA,USSR,1955,544500.0000000001,605000,216071.5,.35714298,.89999998
USA,USSR,1956,4290000,4766667,1702381.6,.35714298,.89999998
USA,USSR,1957,10048500,11165000,3987501.5,.35714298,.89999998
USA,USSR,1958,4620000,5133333.5,1833334,.35714298,.89999998
USA,USSR,1959,17597250,19552500,6983038,.35714298,.89999998
USA,USSR,1960,59290000.00000001,65877780,23527786,.35714298,.89999998
USA,USSR,1961,50160000.00000001,55733336,19904770,.35714298,.89999998
USA,USSR,1962,26730000,29700000,10607147,.35714298,.89999998
USA,USSR,1963,27610000,30677778,10956353,.35714298,.89999998
USA,USSR,1964,160930000,178811120,63861136,.35714298,.89999998
USA,USSR,1965,64020000.00000001,71133336,25404772,.35714298,.89999998
USA,USSR,1966,62700000.00000001,69666672,24880964,.35714298,.89999998
USA,USSR,1967,61930000.00000001,68811112,24916734,.36210334,.89999998
USA,USSR,1968,55990000.00000001,62211112,25921316,.41666698,.89999998
USA,USSR,1969,115610000,128455560,53523192,.41666698,.89999998
USA,USSR,1970,113410000,126011112,52504672,.41666698,.89999998
USA,USSR,1971,142120000,158875232,65285048,.41092023,.89453846
USA,USSR,1972,507540000.0000001,616382976,246793872,.40039048,.82341665
USA,USSR,1973,1125520000,1517636864,619455232,.40817094,.74162668
USA,USSR,1974,621390000,821641664,351462496,.42775643,.75627857
USA,USSR,1975,1608310000,2227833344,1007072384,.45204118,.72191668
USA,USSR,1976,2207480000,2927692288,1629289600,.55650985,.75400001
USA,USSR,1977,1381930000,1885101184,1080675712,.57327199,.73308003
USA,USSR,1978,1759890000,2578043904,1344461696,.52150458,.68264544
USA,USSR,1979,2735590000,4177036032,1972317824,.47218117,.65491176
USA,USSR,1980,1486650000,2280823040,981426752,.43029499,.65180415
USA,USSR,1981,1828200000,2538440192,1263232768,.49764132,.72020608
USA,USSR,1982,2297240000,3169467904,1814351872,.57244682,.72480303
USA,USSR,1983,1727000000,2323128832,1532625280,.65972459,.74339396
USA,USSR,1984,3111900000.000001,3822048256,2873441280,.75180668,.81419694
USA,USSR,1985,2614700000,3130433792,2439377920,.77924597,.83525163
USA,USSR,1986,1260600000,1795737856,1225047552,.68219733,.70199555
USA,USSR,1987,1011340000,1598737152,978309632,.6119265,.63258678
USA,USSR,1988,1949860000,3207919104,1803396352,.56217015,.60782707
USSR,AFG,1950,1900000,2002635,715227.06,.35714298,.94875002
USSR,AFG,1951,4900000,5444444.5,1944445.1,.35714298,.89999998
USSR,AFG,1952,4400000,4888889,1746032.4,.35714298,.89999998
USSR,AFG,1953,5500000,6111111.5,2182540.5,.35714298,.89999998
USSR,AFG,1954,9000000,10000000,3571429.8,.35714298,.89999998
USSR,AFG,1955,12240000,13600000,4857144.5,.35714298,.89999998
USSR,AFG,1956,16425000,18250000,6517859.5,.35714298,.89999998
USSR,AFG,1957,16312500,18125000,6473216.5,.35714298,.89999998
USSR,AFG,1958,20812500,23125000,8258931.5,.35714298,.89999998
USSR,AFG,1959,25515000,28350000,10125004,.35714298,.89999998
USSR,AFG,1960,28800000,32000000,11428576,.35714298,.89999998
USSR,AFG,1961,35500000,39444444,14087306,.35714298,.89999998
USSR,AFG,1962,35500000,39444444,14087306,.35714298,.89999998
USSR,AFG,1963,40400000,44888892,16031753,.35714298,.89999998
USSR,AFG,1964,42700000,47444444,16944450,.35714298,.89999998
USSR,AFG,1965,46400000,51555556,18412706,.35714298,.89999998
USSR,AFG,1966,66000000,73333336,26190486,.35714298,.89999998
USSR,AFG,1967,51000000,56666668,20519190,.36210334,.89999998
USSR,AFG,1968,35700000,39666668,16527791,.41666698,.89999998
USSR,AFG,1969,40300000,44777780,18657422,.41666698,.89999998
USSR,AFG,1970,36000000,40000000,16666679,.41666698,.89999998
USSR,AFG,1971,45300000,50640640,20809264,.41092023,.89453846
USSR,AFG,1972,38100000,46270620,18526316,.40039048,.82341665
USSR,AFG,1973,33700000,45440652,18547554,.40817094,.74162668
USSR,AFG,1974,61800000,81715920,34954512,.42775643,.75627857
USSR,AFG,1975,67900000,94055176,42516812,.45204118,.72191668
USSR,AFG,1976,87500000,116047744,64581712,.55650985,.75400001
USSR,AFG,1977,113600000,154962624,88835728,.57327199,.73308003
USSR,AFG,1978,139300000,204059072,106417744,.52150458,.68264544
USSR,AFG,1979,184200000,281259264,132805328,.47218117,.65491176
USSR,AFG,1980,247700000,380022144,163521632,.43029499,.65180415
USSR,AFG,1981,339200000,470976320,234377280,.49764132,.72020608
USSR,AFG,1982,412500000,569120128,325791008,.57244682,.72480303
USSR,AFG,1983,401000000,539417920,355867264,.65972459,.74339396
USSR,AFG,1984,594800000,730535808,549221696,.75180668,.81419694
USSR,AFG,1985,550200000,658723648,513307744,.77924597,.83525163
USSR,AFG,1986,542100000,772227136,526811296,.68219733,.70199555
USSR,AFG,1987,537200000,849211584,519655072,.6119265,.63258678
USSR,AFG,1988,478400000,787065984,442464992,.56217015,.60782707
USSR,AGO,1976,5300000,7029177.5,3911806.5,.55650985,.75400001
USSR,AGO,1977,69200000,94396240,54114720,.57327199,.73308003
USSR,AGO,1978,47800000,70021712,36516644,.52150458,.68264544
USSR,AGO,1979,52400000,80010776,37779580,.47218117,.65491176
USSR,AGO,1980,69100000,106013440,45617052,.43029499,.65180415
USSR,AGO,1981,107000000,148568592,73933872,.49764132,.72020608
USSR,AGO,1982,61000000,84160800,48177584,.57244682,.72480303
USSR,AGO,1983,170300000,229084448,151132640,.65972459,.74339396
USSR,AGO,1984,146600000,180054720,135366336,.75180668,.81419694
USSR,AGO,1985,94000000,112540936,87697072,.77924597,.83525163
USSR,AGO,1986,154900000,220656672,150531392,.68219733,.70199555
USSR,AGO,1987,112400000,177683136,108729016,.6119265,.63258678
USSR,AGO,1988,117900000,193969648,109043944,.56217015,.60782707
USSR,ALB,1955,13657500,15175000,5419645,.35714298,.89999998
USSR,ALB,1956,16402500,18225000,6508931,.35714298,.89999998
USSR,ALB,1957,29385000,32650000,11660718,.35714298,.89999998
USSR,ALB,1958,39870000,44300000,15821434,.35714298,.89999998
USSR,ALB,1959,43987500.00000001,48875000,17455364,.35714298,.89999998
USSR,ALB,1960,39100000,43444444,15515878,.35714298,.89999998
USSR,ALB,1961,18300000,20333334,7261907.5,.35714298,.89999998
USSR,ALB,1962,0,0,0,.35714298,.89999998
USSR,ALB,1963,0,0,0,.35714298,.89999998
USSR,ARE,1976,4600000,6100795.5,3395152.8,.55650985,.75400001
USSR,ARE,1977,3500000,4774376.5,2737016.3,.57327199,.73308003
USSR,ARE,1978,1800000,2636800.8,1375103.6,.52150458,.68264544
USSR,ARG,1950,0,0,0,.35714298,.94875002
USSR,ARG,1951,0,0,0,.35714298,.89999998
USSR,ARG,1952,0,0,0,.35714298,.89999998
USSR,ARG,1953,600000,666666.69,238095.33,.35714298,.89999998
USSR,ARG,1954,32300000,35888888,12817465,.35714298,.89999998
USSR,ARG,1955,21555000,23950000,8553574,.35714298,.89999998
USSR,ARG,1956,17212500,19125000,6830359.5,.35714298,.89999998
USSR,ARG,1957,4207500,4675000,1669643.5,.35714298,.89999998
USSR,ARG,1958,15457500,17175000,6133931,.35714298,.89999998
USSR,ARG,1959,15120000,16800000,6000002,.35714298,.89999998
USSR,ARG,1960,12600000,14000000,5000002,.35714298,.89999998
USSR,ARG,1961,9500000,10555556,3769842.8,.35714298,.89999998
USSR,ARG,1962,7200000,8000000,2857144,.35714298,.89999998
USSR,ARG,1963,800000,888888.94,317460.44,.35714298,.89999998
USSR,ARG,1964,4000000,4444444.5,1587302.1,.35714298,.89999998
USSR,ARG,1965,18300000,20333334,7261907.5,.35714298,.89999998
USSR,ARG,1966,6700000,7444444.5,2658731.3,.35714298,.89999998
USSR,ARG,1967,4300000,4777778,1730049.4,.36210334,.89999998
USSR,ARG,1968,2900000,3222222.3,1342593.6,.41666698,.89999998
USSR,ARG,1969,6100000,6777778,2824076.3,.41666698,.89999998
USSR,ARG,1970,1700000,1888889,787037.69,.41666698,.89999998
USSR,ARG,1971,1900000,2124000.3,872794.69,.41092023,.89453846
USSR,ARG,1972,1800000,2186013.5,875259,.40039048,.82341665
USSR,ARG,1973,4500000,6067743,2476676.3,.40817094,.74162668
USSR,ARG,1974,6000000,7933584.5,3393641.8,.42775643,.75627857
USSR,ARG,1975,10700000,14821655,6699998.5,.45204118,.72191668
USSR,ARG,1976,8500000,11273209,6273652,.55650985,.75400001
USSR,ARG,1977,13400000,18279042,10478863,.57327199,.73308003
USSR,ARG,1978,22400000,32813520,17112400,.52150458,.68264544
USSR,ARG,1979,24800000,37867696,17880414,.47218117,.65491176
USSR,ARG,1980,30400000,46639776,20068862,.43029499,.65180415
USSR,ARG,1981,30600000,42487840,21143704,.49764132,.72020608
USSR,ARG,1982,27500000,37941344,21719402,.57244682,.72480303
USSR,ARG,1983,25900000,34840208,22984942,.65972459,.74339396
USSR,ARG,1984,25600000,31442024,23638324,.75180668,.81419694
USSR,ARG,1985,63000000,75426368,58775692,.77924597,.83525163
USSR,ARG,1986,53300000,75926408,51796792,.68219733,.70199555
USSR,ARG,1987,40500000,64022836,39177268,.6119265,.63258678
USSR,ARG,1988,23900000,39320396,22104752,.56217015,.60782707
USSR,AUS,1950,1600000,1686429.5,602296.44,.35714298,.94875002
USSR,AUS,1951,1700000,1888889,674603.44,.35714298,.89999998
USSR,AUS,1952,800000,888888.94,317460.44,.35714298,.89999998
USSR,AUS,1953,1900000,2111111.3,753968.56,.35714298,.89999998
USSR,AUS,1954,1200000,1333333.4,476190.66,.35714298,.89999998
USSR,AUS,1955,1100000,1222222.3,436508.09,.35714298,.89999998
USSR,AUS,1956,0,0,0,.35714298,.89999998
USSR,AUS,1957,0,0,0,.35714298,.89999998
USSR,AUS,1958,360000.0000000001,400000,142857.19,.35714298,.89999998
USSR,AUS,1959,202500,225000,80357.172,.35714298,.89999998
USSR,AUS,1960,400000,444444.47,158730.22,.35714298,.89999998
USSR,AUS,1961,600000,666666.69,238095.33,.35714298,.89999998
USSR,AUS,1962,400000,444444.47,158730.22,.35714298,.89999998
USSR,AUS,1963,1100000,1222222.3,436508.09,.35714298,.89999998
USSR,AUS,1964,1100000,1222222.3,436508.09,.35714298,.89999998
USSR,AUS,1965,1400000,1555555.6,555555.75,.35714298,.89999998
USSR,AUS,1966,900000,1000000,357143,.35714298,.89999998
USSR,AUS,1967,1300000,1444444.5,523038.19,.36210334,.89999998
USSR,AUS,1968,1000000,1111111.1,462963.31,.41666698,.89999998
USSR,AUS,1969,1700000,1888889,787037.69,.41666698,.89999998
USSR,AUS,1970,1500000,1666666.8,694445,.41666698,.89999998
USSR,AUS,1971,1300000,1453263.4,597175.31,.41092023,.89453846
USSR,AUS,1972,1800000,2186013.5,875259,.40039048,.82341665
USSR,AUS,1973,3200000,4314839.5,1761192.1,.40817094,.74162668
USSR,AUS,1974,5400000,7140226,3054277.5,.42775643,.75627857
USSR,AUS,1975,2100000,2908923,1314953,.45204118,.72191668
USSR,AUS,1976,3100000,4111405.8,2288037.8,.55650985,.75400001
USSR,AUS,1977,4300000,5865662.5,3362620,.57327199,.73308003
USSR,AUS,1978,4600000,6738491,3514154,.52150458,.68264544
USSR,AUS,1979,5300000,8092693.5,3821217.5,.47218117,.65491176
USSR,AUS,1980,6000000,9205219,3960959.5,.43029499,.65180415
USSR,AUS,1981,11200000,15551104,7738872,.49764132,.72020608
USSR,AUS,1982,13600000,18763718,10741231,.57244682,.72480303
USSR,AUS,1983,11700000,15738627,10383159,.65972459,.74339396
USSR,AUS,1984,22100000,27143310,20406522,.75180668,.81419694
USSR,AUS,1985,13700000,16402243,12781382,.77924597,.83525163
USSR,AUS,1986,8199999.999999999,11680986,7968737.5,.68219733,.70199555
USSR,AUS,1987,12400000,19602054,11995016,.6119265,.63258678
USSR,AUS,1988,13900000,22868346,12855901,.56217015,.60782707
USSR,AUT,1950,2600000,2740448,978731.75,.35714298,.94875002
USSR,AUT,1951,3200000,3555555.8,1269841.8,.35714298,.89999998
USSR,AUT,1952,5400000,6000000,2142858,.35714298,.89999998
USSR,AUT,1953,15600000,17333334,6190478.5,.35714298,.89999998
USSR,AUT,1954,17200000,19111112,6825399.5,.35714298,.89999998
USSR,AUT,1955,12375000,13750000,4910716,.35714298,.89999998
USSR,AUT,1956,9832500.000000002,10925000,3901787,.35714298,.89999998
USSR,AUT,1957,16222500,18025000,6437502.5,.35714298,.89999998
USSR,AUT,1958,20000000,22222222,7936510.5,.35714298,.89999998
USSR,AUT,1959,35842500,39825000,14223219,.35714298,.89999998
USSR,AUT,1960,43500000,48333336,17261912,.35714298,.89999998
USSR,AUT,1961,40700000,45222224,16150800,.35714298,.89999998
USSR,AUT,1962,40500000,45000000,16071434,.35714298,.89999998
USSR,AUT,1963,41100000,45666668,16309530,.35714298,.89999998
USSR,AUT,1964,38000000,42222224,15079371,.35714298,.89999998
USSR,AUT,1965,42500000,47222224,16865086,.35714298,.89999998
USSR,AUT,1966,43200000,48000000,17142864,.35714298,.89999998
USSR,AUT,1967,47500000,52777780,19111010,.36210334,.89999998
USSR,AUT,1968,54600000,60666668,25277798,.41666698,.89999998
USSR,AUT,1969,59000000,65555556,27314836,.41666698,.89999998
USSR,AUT,1970,66700000,74111112,30879654,.41666698,.89999998
USSR,AUT,1971,90900000,101616648,41756336,.41092023,.89453846
USSR,AUT,1972,82700000,100435184,40213292,.40039048,.82341665
USSR,AUT,1973,99600000,134299376,54817104,.40817094,.74162668
USSR,AUT,1974,166000000,219495840,93890760,.42775643,.75627857
USSR,AUT,1975,218500000,302666496,136817712,.45204118,.72191668
USSR,AUT,1976,274100000,363527840,202306832,.55650985,.75400001
USSR,AUT,1977,352400000,480711488,275578432,.57327199,.73308003
USSR,AUT,1978,371100000,543620416,283500544,.52150458,.68264544
USSR,AUT,1979,441800000,674594688,318530912,.47218117,.65491176
USSR,AUT,1980,580200000,890144704,383024800,.43029499,.65180415
USSR,AUT,1981,853600000,1185216256,589812608,.49764132,.72020608
USSR,AUT,1982,674500000,930597632,532717664,.57244682,.72480303
USSR,AUT,1983,565700000,760969344,502030176,.65972459,.74339396
USSR,AUT,1984,761100000,934786112,702778432,.75180668,.81419694
USSR,AUT,1985,804600000,963302528,750649600,.77924597,.83525163
USSR,AUT,1986,540300000,769662976,525062016,.68219733,.70199555
USSR,AUT,1987,431000000,681329472,416923552,.6119265,.63258678
USSR,AUT,1988,454900000,748403648,420730176,.56217015,.60782707
USSR,BEL,1950,9200000,9696970,3463204.8,.35714298,.94875002
USSR,BEL,1951,14800000,16444445,5873018,.35714298,.89999998
USSR,BEL,1952,8900000,9888889,3531747.3,.35714298,.89999998
USSR,BEL,1953,14400000,16000000,5714288,.35714298,.89999998
USSR,BEL,1954,21400000,23777778,8492067,.35714298,.89999998
USSR,BEL,1955,21712500,24125000,8616075,.35714298,.89999998
USSR,BEL,1956,26302500,29225000,10437504,.35714298,.89999998
USSR,BEL,1957,25300000,28111112,10039686,.35714298,.89999998
USSR,BEL,1958,20722500,23025000,8223217,.35714298,.89999998
USSR,BEL,1959,24525000,27250000,9732146,.35714298,.89999998
USSR,BEL,1960,26400000,29333334,10476194,.35714298,.89999998
USSR,BEL,1961,30300000,33666668,12023814,.35714298,.89999998
USSR,BEL,1962,41500000,46111112,16468260,.35714298,.89999998
USSR,BEL,1963,44200000,49111112,17539690,.35714298,.89999998
USSR,BEL,1964,48400000,53777780,19206356,.35714298,.89999998
USSR,BEL,1965,45800000,50888892,18174610,.35714298,.89999998
USSR,BEL,1966,60700000,67444448,24087312,.35714298,.89999998
USSR,BEL,1967,56500000,62777780,22732044,.36210334,.89999998
USSR,BEL,1968,78800000,87555560,36481512,.41666698,.89999998
USSR,BEL,1969,75100000,83444448,34768548,.41666698,.89999998
USSR,BEL,1970,74000000,82222224,34259288,.41666698,.89999998
USSR,BEL,1971,97900000,109441912,44971896,.41092023,.89453846
USSR,BEL,1972,108100000,131282264,52564168,.40039048,.82341665
USSR,BEL,1973,194300000,261991648,106937376,.40817094,.74162668
USSR,BEL,1974,297900000,393902464,168494304,.42775643,.75627857
USSR,BEL,1975,243600000,337435072,152534544,.45204118,.72191668
USSR,BEL,1976,323100000,428514592,238472592,.55650985,.75400001
USSR,BEL,1977,352700000,481120736,275813056,.57327199,.73308003
USSR,BEL,1978,408300000,598114304,311919360,.52150458,.68264544
USSR,BEL,1979,533000000,813850112,384284704,.47218117,.65491176
USSR,BEL,1980,842200000,1292105984,555986752,.43029499,.65180415
USSR,BEL,1981,746600000,1036647744,515878752,.49764132,.72020608
USSR,BEL,1982,1031800000,1423559168,814911936,.57244682,.72480303
USSR,BEL,1983,990600000,1332537088,879107520,.65972459,.74339396
USSR,BEL,1984,1197800000,1471142784,1106014976,.75180668,.81419694
USSR,BEL,1985,858200000,1027474816,800655616,.77924597,.83525163
USSR,BEL,1986,627100000,893310528,609414080,.68219733,.70199555
USSR,BEL,1987,738400000,1167270656,714283840,.6119265,.63258678
USSR,BEL,1988,771300000,1268946432,713363776,.56217015,.60782707
USSR,BEN,1974,1600000,2115622.5,904971.13,.42775643,.75627857
USSR,BEN,1975,2500000,3463003.5,1565420.1,.45204118,.72191668
USSR,BEN,1976,2700000,3580901.8,1992807.1,.55650985,.75400001
USSR,BEN,1977,2800000,3819501.3,2189613,.57327199,.73308003
USSR,BEN,1978,5300000,7763913.5,4048916.5,.52150458,.68264544
USSR,BEN,1979,2900000,4428077.5,2090854.9,.47218117,.65491176
USSR,BEN,1980,5000000,7671016,3300799.8,.43029499,.65180415
USSR,BGD,1972,8800000,10687178,4279044.5,.40039048,.82341665
USSR,BGD,1973,43500000,58654848,23941204,.40817094,.74162668
USSR,BGD,1974,40000000,52890564,22624278,.42775643,.75627857
USSR,BGD,1975,37200000,51529492,23293452,.45204118,.72191668
USSR,BGD,1976,23500000,31167108,17344802,.55650985,.75400001
USSR,BGD,1977,29000000,39559120,22678136,.57327199,.73308003
USSR,BGD,1978,19200000,28125874,14667772,.52150458,.68264544
USSR,BGD,1979,25000000,38173080,18024610,.47218117,.65491176
USSR,BGD,1980,27200000,41730328,17956352,.43029499,.65180415
USSR,BGD,1981,28700000,39849704,19830860,.49764132,.72020608
USSR,BGD,1982,27600000,38079312,21798382,.57244682,.72480303
USSR,BGD,1983,50100000,67393608,44461220,.65972459,.74339396
USSR,BGD,1984,28100000,34512536,25946754,.75180668,.81419694
USSR,BGD,1985,41500000,49685624,38717324,.77924597,.83525163
USSR,BGD,1986,49900000,71083072,48492684,.68219733,.70199555
USSR,BGD,1987,32300000,51060188,31245082,.6119265,.63258678
USSR,BGD,1988,52300000,86044208,48371484,.56217015,.60782707
USSR,BGR,1950,90000000,94861656,33879176,.35714298,.94875002
USSR,BGR,1951,104300000,115888888,41388904,.35714298,.89999998
USSR,BGR,1952,106100000,117888896,42103192,.35714298,.89999998
USSR,BGR,1953,98600000,109555560,39127000,.35714298,.89999998
USSR,BGR,1954,97600000,108444448,38730172,.35714298,.89999998
USSR,BGR,1955,114700000,127444448,45515892,.35714298,.89999998
USSR,BGR,1956,97560000,108400000,38714300,.35714298,.89999998
USSR,BGR,1957,155200000,172444448,61587324,.35714298,.89999998
USSR,BGR,1958,180517500,200575008,71633960,.35714298,.89999998
USSR,BGR,1959,260932500,289924992,103544680,.35714298,.89999998
USSR,BGR,1960,296100000,329000000,117500040,.35714298,.89999998
USSR,BGR,1961,320600000,356222240,127222272,.35714298,.89999998
USSR,BGR,1962,403000000,447777792,159920704,.35714298,.89999998
USSR,BGR,1963,445900000,495444448,176944512,.35714298,.89999998
USSR,BGR,1964,510700000,567444480,202658816,.35714298,.89999998
USSR,BGR,1965,529600000,588444480,210158816,.35714298,.89999998
USSR,BGR,1966,627400000,697111104,248968336,.35714298,.89999998
USSR,BGR,1967,686500000,762777792,276204384,.36210334,.89999998
USSR,BGR,1968,854400000,949333376,395555872,.41666698,.89999998
USSR,BGR,1969,876900000,974333376,405972544,.41666698,.89999998
USSR,BGR,1970,844000000,937777792,390741056,.41666698,.89999998
USSR,BGR,1971,984000000,1100008576,452015776,.41092023,.89453846
USSR,BGR,1972,1121400000,1361886464,545286400,.40039048,.82341665
USSR,BGR,1973,1230800000,1659595136,677398528,.40817094,.74162668
USSR,BGR,1974,1478500000,1954967424,836249856,.42775643,.75627857
USSR,BGR,1975,2059600000,2852960768,1289655808,.45204118,.72191668
USSR,BGR,1976,2276700000,3019495936,1680379264,.55650985,.75400001
USSR,BGR,1977,2658700000,3626752768,2079115776,.57327199,.73308003
USSR,BGR,1978,3144400000,4606197760,2402153216,.52150458,.68264544
USSR,BGR,1979,3312700000,5058238464,2388404992,.47218117,.65491176
USSR,BGR,1980,3660200000,5615490560,2416317440,.43029499,.65180415
USSR,BGR,1981,4374500000,6073955840,3022651392,.49764132,.72020608
USSR,BGR,1982,4884600000,6739210240,3857839616,.57244682,.72480303
USSR,BGR,1983,5510800000,7413027840,4890556928,.65972459,.74339396
USSR,BGR,1984,6124600000,7522258432,5655284224,.75180668,.81419694
USSR,BGR,1985,6455500000,7728808448,6022642688,.77924597,.83525163
USSR,BGR,1986,6752300000,9618721792,6561866240,.68219733,.70199555
USSR,BGR,1987,6276300000,9921642496,6071315968,.6119265,.63258678
USSR,BGR,1988,6093700000,10025383936,5635971584,.56217015,.60782707
USSR,BOL,1970,0,0,0,.41666698,.89999998
USSR,BOL,1971,0,0,0,.41092023,.89453846
USSR,BOL,1972,800000,971561.63,389004.03,.40039048,.82341665
USSR,BOL,1973,4000000,5393549,2201490,.40817094,.74162668
USSR,BOL,1974,4100000,5421283,2318988.8,.42775643,.75627857
USSR,BOL,1975,3000000,4155604.3,1878504.3,.45204118,.72191668
USSR,BOL,1976,4200000,5570291.5,3099922,.55650985,.75400001
USSR,BOL,1977,3600000,4910787,2815216.8,.57327199,.73308003
USSR,BOL,1978,5300000,7763913.5,4048916.5,.52150458,.68264544
USSR,BOL,1979,5200000,7940001,3749119,.47218117,.65491176
USSR,BOL,1981,9800000,13607216,6771513,.49764132,.72020608
USSR,BOL,1982,2800000,3863118.5,2211430,.57244682,.72480303
USSR,BOL,1983,700000,941627.25,621214.63,.65972459,.74339396
USSR,BOL,1984,1000000,1228204.1,923372.06,.75180668,.81419694
USSR,BRA,1950,0,0,0,.35714298,.94875002
USSR,BRA,1952,0,0,0,.35714298,.89999998
USSR,BRA,1954,10400000,11555556,4126985.8,.35714298,.89999998
USSR,BRA,1955,0,0,0,.35714298,.89999998
USSR,BRA,1956,100000,111111.12,39682.555,.35714298,.89999998
USSR,BRA,1957,0,0,0,.35714298,.89999998
USSR,BRA,1958,0,0,0,.35714298,.89999998
USSR,BRA,1959,900000,1000000,357143,.35714298,.89999998
USSR,BRA,1960,14200000,15777778,5634922.5,.35714298,.89999998
USSR,BRA,1961,16500000,18333334,6547621.5,.35714298,.89999998
USSR,BRA,1962,27100000,30111112,10753972,.35714298,.89999998
USSR,BRA,1963,26500000,29444446,10515877,.35714298,.89999998
USSR,BRA,1964,21600000,24000000,8571432,.35714298,.89999998
USSR,BRA,1965,24900000,27666668,9880956,.35714298,.89999998
USSR,BRA,1966,24900000,27666668,9880956,.35714298,.89999998
USSR,BRA,1967,10800000,12000000,4345240,.36210334,.89999998
USSR,BRA,1968,12400000,13777778,5740745,.41666698,.89999998
USSR,BRA,1969,10900000,12111111,5046300,.41666698,.89999998
USSR,BRA,1970,2400000,2666666.8,1111112,.41666698,.89999998
USSR,BRA,1971,2000000,2235789.8,918731.25,.41092023,.89453846
USSR,BRA,1972,7100000,8622609,3452410.5,.40039048,.82341665
USSR,BRA,1973,9300000,12540002,5118464.5,.40817094,.74162668
USSR,BRA,1974,90000000,119003768,50904628,.42775643,.75627857
USSR,BRA,1975,93300000,129239288,58421480,.45204118,.72191668
USSR,BRA,1976,76100000,100928384,56167640,.55650985,.75400001
USSR,BRA,1977,104400000,142412832,81641288,.57327199,.73308003
USSR,BRA,1978,34900000,51124636,26661732,.52150458,.68264544
USSR,BRA,1979,19900000,30385774,14347590,.47218117,.65491176
USSR,BRA,1980,22100000,33905892,14589535,.43029499,.65180415
USSR,BRA,1981,16300000,22632410,11262823,.49764132,.72020608
USSR,BRA,1982,179900000,248205360,142084368,.57244682,.72480303
USSR,BRA,1983,106800000,143665408,94779600,.65972459,.74339396
USSR,BRA,1984,95300000,117047848,87997352,.75180668,.81419694
USSR,BRA,1985,70300000,84166256,65586216,.77924597,.83525163
USSR,BRA,1986,30300000,43162668,29445456,.68219733,.70199555
USSR,BRA,1987,45700000,72243056,44207440,.6119265,.63258678
USSR,BRA,1988,17000000,27968482,15723046,.56217015,.60782707
USSR,CAF,1970,0,0,0,.41666698,.89999998
USSR,CAF,1971,1400000,1565052.9,643111.88,.41092023,.89453846
USSR,CAF,1972,100000,121445.2,48625.504,.40039048,.82341665
USSR,CAF,1973,400000,539354.94,220149.02,.40817094,.74162668
USSR,CAF,1974,500000,661132.06,282803.5,.42775643,.75627857
USSR,CAF,1975,100000,138520.14,62616.809,.45204118,.72191668
USSR,CAF,1976,100000,132626,73807.672,.55650985,.75400001
USSR,CAF,1977,0,0,0,.57327199,.73308003
USSR,CAN,1950,300000,316205.53,112930.59,.35714298,.94875002
USSR,CAN,1951,800000,888888.94,317460.44,.35714298,.89999998
USSR,CAN,1952,1600000,1777777.9,634920.88,.35714298,.89999998
USSR,CAN,1953,700000,777777.81,277777.88,.35714298,.89999998
USSR,CAN,1954,700000,777777.81,277777.88,.35714298,.89999998
USSR,CAN,1955,1755000,1950000,696428.81,.35714298,.89999998
USSR,CAN,1956,1935000,2150000,767857.44,.35714298,.89999998
USSR,CAN,1957,3780000.000000001,4200000,1500000.5,.35714298,.89999998
USSR,CAN,1958,2115000,2350000,839286,.35714298,.89999998
USSR,CAN,1959,3645000,4050000,1446429.1,.35714298,.89999998
USSR,CAN,1960,4700000,5222222.5,1865080.1,.35714298,.89999998
USSR,CAN,1961,4200000,4666667,1666667.4,.35714298,.89999998
USSR,CAN,1962,2300000,2555555.5,912698.75,.35714298,.89999998
USSR,CAN,1963,3100000,3444444.5,1230159.3,.35714298,.89999998
USSR,CAN,1964,4700000,5222222.5,1865080.1,.35714298,.89999998
USSR,CAN,1965,12200000,13555556,4841271.5,.35714298,.89999998
USSR,CAN,1966,13100000,14555556,5198414.5,.35714298,.89999998
USSR,CAN,1967,20300000,22555556,8167442,.36210334,.89999998
USSR,CAN,1968,17600000,19555556,8148154.5,.41666698,.89999998
USSR,CAN,1969,10500000,11666667,4861115,.41666698,.89999998
USSR,CAN,1970,7500000,8333333.5,3472225,.41666698,.89999998
USSR,CAN,1971,12400000,13861897,5696134,.41092023,.89453846
USSR,CAN,1972,18700000,22710252,9092969,.40039048,.82341665
USSR,CAN,1973,20900000,28181294,11502785,.40817094,.74162668
USSR,CAN,1974,28900000,38213432,16346041,.42775643,.75627857
USSR,CAN,1975,31900000,44187924,19974762,.45204118,.72191668
USSR,CAN,1976,41900000,55570292,30925414,.55650985,.75400001
USSR,CAN,1977,49200000,67114088,38474628,.57327199,.73308003
USSR,CAN,1978,28700000,42042324,21925264,.52150458,.68264544
USSR,CAN,1979,32400000,49472312,23359894,.47218117,.65491176
USSR,CAN,1980,30000000,46026096,19804798,.43029499,.65180415
