iso_o,iso_d,year,FLOW_USSR,FLOWU,FLOWP,fx_GBR,fx_USSR
GRC,USSR,1957,9504000,10560000,3771430,.35714298,.89999998
GRC,USSR,1958,16731000,18590000,6639288,.35714298,.89999998
GRC,USSR,1959,12100000,13444445,4801589,.35714298,.89999998
GRC,USSR,1960,18810000,20900000,7464288.5,.35714298,.89999998
GRC,USSR,1961,16720000,18577778,6634923,.35714298,.89999998
GRC,USSR,1962,21450000,23833334,8511908,.35714298,.89999998
GRC,USSR,1963,22220000,24688890,8817464,.35714298,.89999998
GRC,USSR,1964,24310000,27011112,9646829,.35714298,.89999998
GRC,USSR,1965,28160000,31288890,11174608,.35714298,.89999998
GRC,USSR,1966,29370000,32633334,11654766,.35714298,.89999998
GRC,USSR,1967,28930000,32144446,11639611,.36210334,.89999998
GRC,USSR,1968,24530000,27255556,11356490,.41666698,.89999998
GRC,USSR,1969,28600000,31777778,13240751,.41666698,.89999998
GRC,USSR,1970,34540000,38377780,15990754,.41666698,.89999998
GRC,USSR,1971,18700000,20904634,8590137,.41092023,.89453846
GRC,USSR,1972,32780000,39809736,15939439,.40039048,.82341665
GRC,USSR,1973,40260000,54286072,22157996,.40817094,.74162668
GRC,USSR,1974,72490000.00000002,95850920,41000848,.42775643,.75627857
GRC,USSR,1975,61930000.00000001,85785520,38778588,.45204118,.72191668
GRC,USSR,1976,67980000,90159152,50174456,.55650985,.75400001
GRC,USSR,1977,86020000,117340528,67268040,.57327199,.73308003
GRC,USSR,1978,76780000,112474200,58655812,.52150458,.68264544
GRC,USSR,1979,71060000,108503168,51233152,.47218117,.65491176
GRC,USSR,1980,101090000,155092592,66735564,.43029499,.65180415
GRC,USSR,1981,109450000,151970384,75626744,.49764132,.72020608
GRC,USSR,1982,134640000,185760816,106338192,.57244682,.72480303
GRC,USSR,1983,169950000,228613648,150822048,.65972459,.74339396
GRC,USSR,1984,111980000,137534288,103399192,.75180668,.81419694
GRC,USSR,1985,147730000,176868848,137824336,.77924597,.83525163
GRC,USSR,1986,71060000,101225712,69055912,.68219733,.70199555
GRC,USSR,1987,78430000,123982992,75868480,.6119265,.63258678
GRC,USSR,1988,101640000,167218608,94005312,.56217015,.60782707
GTM,USSR,1973,4730000,6377872,2603262,.40817094,.74162668
GUY,USSR,1973,7590000.000000001,10234260,4177327.5,.40817094,.74162668
GUY,USSR,1974,4950000,6545207,2799754.3,.42775643,.75627857
GUY,USSR,1975,26950000,37331180,16875230,.45204118,.72191668
GUY,USSR,1977,1760000,2400829.3,1376328.1,.57327199,.73308003
GUY,USSR,1978,3850000.000000001,5639824,2941194,.52150458,.68264544
HKG,USSR,1965,0,0,0,.35714298,.89999998
HKG,USSR,1966,220000,244444.45,87301.625,.35714298,.89999998
HUN,USSR,1950,82390000,86840576,31014502,.35714298,.94875002
HUN,USSR,1951,112970000,125522224,44829380,.35714298,.89999998
HUN,USSR,1952,139150000,154611120,55218276,.35714298,.89999998
HUN,USSR,1953,170610000,189566672,67702408,.35714298,.89999998
HUN,USSR,1954,165000000,183333344,65476216,.35714298,.89999998
HUN,USSR,1955,144980000,161088896,57531768,.35714298,.89999998
HUN,USSR,1956,119616750,132907504,47466984,.35714298,.89999998
HUN,USSR,1957,105657750,117397504,41927696,.35714298,.89999998
HUN,USSR,1958,160305750.0000001,178117504,63613416,.35714298,.89999998
HUN,USSR,1959,204484500,227205008,81144672,.35714298,.89999998
HUN,USSR,1960,245740000,273044448,97515912,.35714298,.89999998
HUN,USSR,1961,323510000,359455552,128377032,.35714298,.89999998
HUN,USSR,1962,384890000.0000001,427655552,152734176,.35714298,.89999998
HUN,USSR,1963,418880000.0000001,465422240,166222288,.35714298,.89999998
HUN,USSR,1964,476740000.0000001,529711136,189182624,.35714298,.89999998
HUN,USSR,1965,510180000.0000001,566866688,202452464,.35714298,.89999998
HUN,USSR,1966,506770000.0000001,563077824,201099296,.35714298,.89999998
HUN,USSR,1967,591140000,656822208,237837520,.36210334,.89999998
HUN,USSR,1968,662310000,735900032,306625248,.41666698,.89999998
HUN,USSR,1969,711920000,791022272,329592864,.41666698,.89999998
HUN,USSR,1970,793760000.0000001,881955584,367481760,.41666698,.89999998
HUN,USSR,1971,857780000.0000001,958907904,394034656,.41092023,.89453846
HUN,USSR,1972,1075910000,1306641024,523166624,.40039048,.82341665
HUN,USSR,1973,1196690000,1613601664,658625280,.40817094,.74162668
HUN,USSR,1974,1262580000,1669464192,714124032,.42775643,.75627857
HUN,USSR,1975,1777600000,2462333952,1113076352,.45204118,.72191668
HUN,USSR,1976,1892880000,2510450944,1397090688,.55650985,.75400001
HUN,USSR,1977,2156110000,2941165824,1686087936,.57327199,.73308003
HUN,USSR,1978,2672890000,3915488000,2041944960,.52150458,.68264544
HUN,USSR,1979,2655180000,4054256128,1914343424,.47218117,.65491176
HUN,USSR,1980,3032260000.000001,4652103168,2001776640,.43029499,.65180415
HUN,USSR,1981,3630440000.000001,5040835072,2508527872,.49764132,.72020608
HUN,USSR,1982,4121040000.000001,5685737984,3254782720,.57244682,.72480303
HUN,USSR,1983,4407700000,5929157632,3911611136,.65972459,.74339396
HUN,USSR,1984,4880810000,5994630656,4506803200,.75180668,.81419694
HUN,USSR,1985,5381090000,6442477568,5020274688,.77924597,.83525163
HUN,USSR,1986,5360740000,7636430336,5209552384,.68219733,.70199555
HUN,USSR,1987,5588330000,8834092032,5405814784,.6119265,.63258678
HUN,USSR,1988,5437520000,8945833984,5029080576,.56217015,.60782707
IDN,USSR,1954,0,0,0,.35714298,.89999998
IDN,USSR,1955,3630000.000000001,4033333.5,1440476.8,.35714298,.89999998
IDN,USSR,1956,12746250,14162500,5058037.5,.35714298,.89999998
IDN,USSR,1957,19577250,21752500,7768753,.35714298,.89999998
IDN,USSR,1958,11459250,12732500,4547323,.35714298,.89999998
IDN,USSR,1959,10890000,12100000,4321430,.35714298,.89999998
IDN,USSR,1960,31130000,34588888,12353179,.35714298,.89999998
IDN,USSR,1961,33550000,37277780,13313498,.35714298,.89999998
IDN,USSR,1962,38280000,42533336,15190483,.35714298,.89999998
IDN,USSR,1963,29480000,32755556,11698417,.35714298,.89999998
IDN,USSR,1964,25520000,28355556,10126988,.35714298,.89999998
IDN,USSR,1965,31680000,35200000,12571433,.35714298,.89999998
IDN,USSR,1966,30470000,33855556,12091274,.35714298,.89999998
IDN,USSR,1967,24090000,26766668,9692300,.36210334,.89999998
IDN,USSR,1968,18920000,21022222,8759266,.41666698,.89999998
IDN,USSR,1969,23540000,26155556,10898157,.41666698,.89999998
IDN,USSR,1970,27500000,30555556,12731491,.41666698,.89999998
IDN,USSR,1971,11110000,12419813,5103552.5,.41092023,.89453846
IDN,USSR,1972,7480000.000000001,9084101,3637187.5,.40039048,.82341665
IDN,USSR,1973,4620000,6229549.5,2542721,.40817094,.74162668
IDN,USSR,1974,21890000,28944360,12381136,.42775643,.75627857
IDN,USSR,1975,22990000,31845780,14395604,.45204118,.72191668
IDN,USSR,1976,30690000,40702916,22651574,.55650985,.75400001
IDN,USSR,1977,26510000,36162492,20730944,.57327199,.73308003
IDN,USSR,1978,30800000,45118592,23529552,.52150458,.68264544
IDN,USSR,1979,42900000,65505008,30930232,.47218117,.65491176
IDN,USSR,1980,49390000.00000001,75774296,32605300,.43029499,.65180415
IDN,USSR,1981,64900000.00000001,90113096,44844000,.49764132,.72020608
IDN,USSR,1982,21340000,29442482,16854256,.57244682,.72480303
IDN,USSR,1983,39710000,53417168,35240620,.65972459,.74339396
IDN,USSR,1984,56430000.00000001,69307552,52105880,.75180668,.81419694
IDN,USSR,1985,99550000.00000002,119185640,92874928,.77924597,.83525163
IDN,USSR,1986,46530000.00000001,66282472,45217724,.68219733,.70199555
IDN,USSR,1987,62260000.00000001,98421280,60226588,.6119265,.63258678
IDN,USSR,1988,26730000,43976324,24722176,.56217015,.60782707
IND,USSR,1950,4510000,4753623,1697723.1,.35714298,.94875002
IND,USSR,1951,12100000,13444445,4801589,.35714298,.89999998
IND,USSR,1952,7590000.000000001,8433334,3011906,.35714298,.89999998
IND,USSR,1953,880000.0000000001,977777.81,349206.5,.35714298,.89999998
IND,USSR,1954,8140000.000000001,9044445,3230160,.35714298,.89999998
IND,USSR,1955,4356000.000000001,4840000,1728572,.35714298,.89999998
IND,USSR,1956,18117000,20130000,7189288.5,.35714298,.89999998
IND,USSR,1957,41530500,46145000,16480363,.35714298,.89999998
IND,USSR,1958,50415749.99999999,56017500,20006258,.35714298,.89999998
IND,USSR,1959,59919750.00000001,66577500,23777688,.35714298,.89999998
IND,USSR,1960,67760000,75288888,26888898,.35714298,.89999998
IND,USSR,1961,66220000.00000001,73577776,26277786,.35714298,.89999998
IND,USSR,1962,70950000,78833336,28154772,.35714298,.89999998
IND,USSR,1963,93830000.00000002,104255560,37234140,.35714298,.89999998
IND,USSR,1964,154330000,171477776,61242084,.35714298,.89999998
IND,USSR,1965,186340000,207044448,73944472,.35714298,.89999998
IND,USSR,1966,189200000,210222224,75079392,.35714298,.89999998
IND,USSR,1967,178970000,198855568,72006264,.36210334,.89999998
IND,USSR,1968,181170000,201300000,83875064,.41666698,.89999998
IND,USSR,1969,219230000,243588896,101495448,.41666698,.89999998
IND,USSR,1970,266860000,296511104,123546384,.41666698,.89999998
IND,USSR,1971,281380000,314553280,129256304,.41092023,.89453846
IND,USSR,1972,350570000,425750432,170466416,.40039048,.82341665
IND,USSR,1973,402600000.0000001,542860736,221579984,.40817094,.74162668
IND,USSR,1974,380710000.0000001,503399168,215332224,.42775643,.75627857
IND,USSR,1975,432850000.0000001,599584448,271036864,.45204118,.72191668
IND,USSR,1976,414150000.0000001,549270528,305674464,.55650985,.75400001
IND,USSR,1977,621720000,848092928,486187936,.57327199,.73308003
IND,USSR,1978,448030000.0000001,656314368,342270944,.52150458,.68264544
IND,USSR,1979,561000000,856603968,404472256,.47218117,.65491176
IND,USSR,1980,966460000.0000001,1482745984,638018176,.43029499,.65180415
IND,USSR,1981,1467180000,2037166976,1013778496,.49764132,.72020608
IND,USSR,1982,1621180000,2236718080,1280402176,.57244682,.72480303
IND,USSR,1983,1156100000,1555164672,1025980352,.65972459,.74339396
IND,USSR,1984,1399200000,1718503168,1291982208,.75180668,.81419694
IND,USSR,1985,1660450000,1987963776,1549112704,.77924597,.83525163
IND,USSR,1986,1356960000,1933003648,1318689920,.68219733,.70199555
IND,USSR,1987,1180410000,1866004864,1141857792,.6119265,.63258678
IND,USSR,1988,1235630000,2032864384,1142815616,.56217015,.60782707
IRL,USSR,1966,440000.0000000001,488888.91,174603.25,.35714298,.89999998
IRL,USSR,1967,0,0,0,.36210334,.89999998
IRL,USSR,1969,0,0,0,.41666698,.89999998
IRL,USSR,1970,110000,122222.23,50925.965,.41666698,.89999998
IRL,USSR,1971,330000,368905.31,151590.66,.41092023,.89453846
IRL,USSR,1972,550000,667948.63,267440.28,.40039048,.82341665
IRL,USSR,1973,660000,889935.63,363245.84,.40817094,.74162668
IRL,USSR,1974,17490000,23126398,9892465,.42775643,.75627857
IRL,USSR,1975,22440000,31083920,14051212,.45204118,.72191668
IRL,USSR,1976,8580000,11379310,6332698,.55650985,.75400001
IRL,USSR,1977,7810000.000000001,10653680,6107456.5,.57327199,.73308003
IRL,USSR,1978,15950000,23364984,12184946,.52150458,.68264544
IRL,USSR,1979,60390000.00000001,92210896,43540248,.47218117,.65491176
IRL,USSR,1980,82830000,127078048,54681048,.43029499,.65180415
IRL,USSR,1981,78430000,108899384,54192832,.49764132,.72020608
IRL,USSR,1982,68530000,94549824,54124748,.57244682,.72480303
IRL,USSR,1983,88990000,119707728,78974136,.65972459,.74339396
IRL,USSR,1984,48840000.00000001,59985488,45097492,.75180668,.81419694
IRL,USSR,1985,34100000,40826020,31813512,.77924597,.83525163
IRL,USSR,1986,39930000,56880704,38803864,.68219733,.70199555
IRL,USSR,1987,12760000,20171146,12343259,.6119265,.63258678
IRL,USSR,1988,21340000,35108672,19737048,.56217015,.60782707
IRN,USSR,1950,2420000,2550724.5,910973.38,.35714298,.94875002
IRN,USSR,1951,22330000,24811112,8861115,.35714298,.89999998
IRN,USSR,1952,24200000,26888890,9603178,.35714298,.89999998
IRN,USSR,1953,23870000,26522222,9472226,.35714298,.89999998
IRN,USSR,1954,20460000,22733334,8119051,.35714298,.89999998
IRN,USSR,1955,18920000,21022222,7507939,.35714298,.89999998
IRN,USSR,1956,14998500,16665000,5951788,.35714298,.89999998
IRN,USSR,1957,18339750,20377500,7277681,.35714298,.89999998
IRN,USSR,1958,26160750.00000001,29067500,10381254,.35714298,.89999998
IRN,USSR,1959,18537750.00000001,20597500,7356252.5,.35714298,.89999998
IRN,USSR,1960,18810000,20900000,7464288.5,.35714298,.89999998
IRN,USSR,1961,18150000,20166668,7202384,.35714298,.89999998
IRN,USSR,1962,16280000,18088890,6460320,.35714298,.89999998
IRN,USSR,1963,17600000,19555556,6984129.5,.35714298,.89999998
IRN,USSR,1964,20790000,23100000,8250003,.35714298,.89999998
IRN,USSR,1965,17930000,19922222,7115082,.35714298,.89999998
IRN,USSR,1966,19250000,21388890,7638892,.35714298,.89999998
IRN,USSR,1967,30250000,33611112,12170696,.36210334,.89999998
IRN,USSR,1968,39710000,44122224,18384274,.41666698,.89999998
IRN,USSR,1969,55880000.00000001,62088892,25870392,.41666698,.89999998
IRN,USSR,1970,68420000,76022224,31675950,.41666698,.89999998
IRN,USSR,1971,110110000,123091408,50580748,.41092023,.89453846
IRN,USSR,1972,147400000,179010224,71673992,.40039048,.82341665
IRN,USSR,1973,153560000,207058352,84515200,.40817094,.74162668
IRN,USSR,1974,252890000,334387360,143036336,.42775643,.75627857
IRN,USSR,1975,251020000,347713248,157180704,.45204118,.72191668
IRN,USSR,1976,249370000,330729440,184054192,.55650985,.75400001
IRN,USSR,1977,311740000,425246880,243782128,.57327199,.73308003
IRN,USSR,1978,262240000,384152576,200337328,.52150458,.68264544
IRN,USSR,1979,150590000,229939376,108573040,.47218117,.65491176
IRN,USSR,1980,82940000,127246808,54753664,.43029499,.65180415
IRN,USSR,1981,516450000.0000001,717086400,356851840,.49764132,.72020608
IRN,USSR,1982,207570000,286381248,163938032,.57244682,.72480303
IRN,USSR,1983,415030000.0000001,558290816,368318176,.65972459,.74339396
IRN,USSR,1984,266640000,327488320,246207904,.75180668,.81419694
IRN,USSR,1985,158620000,189906848,147984144,.77924597,.83525163
IRN,USSR,1986,20020000,28518700,19455382,.68219733,.70199555
IRN,USSR,1987,54450000.00000001,86075144,52671660,.6119265,.63258678
IRN,USSR,1988,84700000,139348848,78337760,.56217015,.60782707
IRQ,USSR,1951,0,0,0,.35714298,.89999998
IRQ,USSR,1952,330000,366666.69,130952.44,.35714298,.89999998
IRQ,USSR,1953,220000,244444.45,87301.625,.35714298,.89999998
IRQ,USSR,1955,330000,366666.69,130952.44,.35714298,.89999998
IRQ,USSR,1958,0,0,0,.35714298,.89999998
IRQ,USSR,1959,2301750.000000001,2557500,913393.19,.35714298,.89999998
IRQ,USSR,1960,3410000.000000001,3788889,1353175.1,.35714298,.89999998
IRQ,USSR,1961,4620000,5133333.5,1833334,.35714298,.89999998
IRQ,USSR,1962,3740000.000000001,4155555.8,1484127.6,.35714298,.89999998
IRQ,USSR,1963,5170000,5744444.5,2051588,.35714298,.89999998
IRQ,USSR,1964,2420000,2688889,960317.81,.35714298,.89999998
IRQ,USSR,1965,3630000.000000001,4033333.5,1440476.8,.35714298,.89999998
IRQ,USSR,1966,3190000.000000001,3544444.5,1265873.5,.35714298,.89999998
IRQ,USSR,1967,5060000,5622222.5,2035825.5,.36210334,.89999998
IRQ,USSR,1968,4070000.000000001,4522222.5,1884260.9,.41666698,.89999998
IRQ,USSR,1969,4620000,5133333.5,2138890.5,.41666698,.89999998
IRQ,USSR,1970,4510000,5011111,2087964.5,.41666698,.89999998
IRQ,USSR,1971,6050000.000000001,6763264,2779162,.41092023,.89453846
IRQ,USSR,1972,67760000,82291264,32948638,.40039048,.82341665
IRQ,USSR,1973,209660000,282702880,115391096,.40817094,.74162668
IRQ,USSR,1974,297880000,393876032,168483008,.42775643,.75627857
IRQ,USSR,1975,357940000,495819008,224130608,.45204118,.72191668
IRQ,USSR,1976,410190000.0000001,544018560,302751680,.55650985,.75400001
IRQ,USSR,1977,353100000,481666368,276125824,.57327199,.73308003
IRQ,USSR,1978,451330000.0000001,661148480,344791968,.52150458,.68264544
IRQ,USSR,1979,361020000,551249856,260289808,.47218117,.65491176
IRQ,USSR,1980,284350000,436250688,187716480,.43029499,.65180415
IRQ,USSR,1981,4290000,5956628.5,2964264.5,.49764132,.72020608
IRQ,USSR,1982,20020000,27621298,15811724,.57244682,.72480303
IRQ,USSR,1983,420750000.0000001,565985216,373394368,.65972459,.74339396
IRQ,USSR,1984,735680000,903565184,679306368,.75180668,.81419694
IRQ,USSR,1985,612370000,733156288,571309056,.77924597,.83525163
IRQ,USSR,1986,380160000.0000001,541541888,369438432,.68219733,.70199555
IRQ,USSR,1987,867130000.0000001,1370768512,838809600,.6119265,.63258678
IRQ,USSR,1988,1057540000,1739869824,978102848,.56217015,.60782707
ISL,USSR,1953,4730000,5255555.5,1876984.8,.35714298,.89999998
ISL,USSR,1954,7920000.000000001,8800000,3142858.3,.35714298,.89999998
ISL,USSR,1955,9875250,10972500,3918751.5,.35714298,.89999998
ISL,USSR,1956,12350250,13722500,4900894.5,.35714298,.89999998
ISL,USSR,1957,13637250,15152500,5411609,.35714298,.89999998
ISL,USSR,1958,10890000,12100000,4321430,.35714298,.89999998
ISL,USSR,1959,12251250,13612500,4861609,.35714298,.89999998
ISL,USSR,1960,10450000,11611111,4146826.8,.35714298,.89999998
ISL,USSR,1961,5170000,5744444.5,2051588,.35714298,.89999998
ISL,USSR,1962,11660000,12955556,4626986,.35714298,.89999998
ISL,USSR,1963,10670000,11855556,4234128.5,.35714298,.89999998
ISL,USSR,1964,9680000,10755556,3841271.3,.35714298,.89999998
ISL,USSR,1965,7040000.000000001,7822222.5,2793652,.35714298,.89999998
ISL,USSR,1966,9900000,11000000,3928572.8,.35714298,.89999998
ISL,USSR,1967,11770000,13077778,4735507,.36210334,.89999998
ISL,USSR,1968,9680000,10755556,4481485,.41666698,.89999998
ISL,USSR,1969,9790000,10877778,4532411,.41666698,.89999998
ISL,USSR,1970,10010000,11122223,4634263,.41666698,.89999998
ISL,USSR,1971,12210000,13649497,5608854.5,.41092023,.89453846
ISL,USSR,1972,12540000,15229228,6097638,.40039048,.82341665
ISL,USSR,1973,8250000.000000001,11124195,4540573,.40817094,.74162668
ISL,USSR,1974,19910000,26326278,11261235,.42775643,.75627857
ISL,USSR,1975,26510000,36721688,16599715,.45204118,.72191668
ISL,USSR,1976,19030000,25238726,14045600,.55650985,.75400001
ISL,USSR,1977,29260000,39913788,22881456,.57327199,.73308003
ISL,USSR,1978,19800000,29004808,15126140,.52150458,.68264544
ISL,USSR,1979,22660000,34600080,16337506,.47218117,.65491176
ISL,USSR,1980,33990000,52147568,22438838,.43029499,.65180415
ISL,USSR,1981,45100000,62620964,31162780,.49764132,.72020608
ISL,USSR,1982,46530000.00000001,64196752,36749228,.57244682,.72480303
ISL,USSR,1983,53790000.00000001,72357328,47735908,.65972459,.74339396
ISL,USSR,1984,59400000.00000001,72955320,54848296,.75180668,.81419694
ISL,USSR,1985,54340000.00000001,65058240,50696372,.77924597,.83525163
ISL,USSR,1986,38170000,54373564,37093500,.68219733,.70199555
ISL,USSR,1987,35970000.00000001,56861764,34795220,.6119265,.63258678
ISL,USSR,1988,33550000,55196620,31029892,.56217015,.60782707
ITA,USSR,1950,21010000,22144928,7908905.5,.35714298,.94875002
ITA,USSR,1951,24200000,26888890,9603178,.35714298,.89999998
ITA,USSR,1952,26180000,29088890,10388893,.35714298,.89999998
ITA,USSR,1953,20020000,22244446,7944448,.35714298,.89999998
ITA,USSR,1954,29040000,32266668,11523814,.35714298,.89999998
ITA,USSR,1955,16137000,17930000,6403573.5,.35714298,.89999998
